Species	Strain	Source_ID	Temp
Clostridium tetani	Earth	NCTC 9575	37
Salmonella enterica subsp. salamae serotype clifton	Col Sal 1699/51 (JT 328)	NCTC 9599	37
Salmonella enterica subsp. enterica serotype taunton	9600 JT 327 (Col Sal 1529/51) 28:k:e, n, x	NCTC 9600	37
Klebsiella pneumoniae subsp. ozaenae	Poynter	NCTC 9601	37
Bacillus sphaericus	Bale	NCTC 9602	37
Streptococcus dysgalactiae subsp. equisimilis	Valente	NCTC 9603	37
Salmonella enterica subsp. salamae serotype bleadon	JT 333 (CN 4089)	NCTC 9604	37
Salmonella enterica subsp. enterica serotype marylebone	9605 JT 335 9, 46:k:1, 2	NCTC 9605	37
Salmonella enterica subsp. salamae serotype rowbarton	Col Sal 1607/51 (JT 332, CN 4983)	NCTC 9606	37
Salmonella enterica subsp. enterica serotype sarajane	9607 Col Sal 2231/51 (JT 331) 4, 12, 27:d:e, n, x	NCTC 9607	37
Salmonella enterica subsp. enterica serotype langford	9608 Col Sal 1681/51 (JT 334) 28:b:e, n, z15	NCTC 9608	37
Salmonella enterica subsp. enterica serotype weston	9609 JT 336 (Col Sal 1596/51) 16:e, h:z6	NCTC 9609	37
Staphylococcus aureus	AHT 7	NCTC 9611	37
Staphylococcus aureus	AHT 11	NCTC 9612	37
Staphylococcus aureus	AHT 17	NCTC 9613	37
Staphylococcus aureus	AHT 21	NCTC 9614	37
Klebsiella pneumoniae sensu stricto	5346/51	NCTC 9616	37
Klebsiella pneumoniae	4274/53	NCTC 9617	37
Klebsiella pneumoniae	3031/49	NCTC 9632	37
Klebsiella pneumoniae subsp. pneumoniae	CDC 298/53	NCTC 9633	37
Klebsiella pneumoniae	299/53	NCTC 9634	37
Klebsiella pneumoniae	985/53	NCTC 9635	37
Klebsiella pneumoniae	3270/53	NCTC 9636	37
Klebsiella pneumoniae	3272/53	NCTC 9637	37
Klebsiella pneumoniae	1506/54	NCTC 9644	37
Klebsiella pneumoniae subsp. ozaenae	5060/53	NCTC 9645	37
Klebsiella aerogenes	4160/53	NCTC 9646	37
Klebsiella pneumoniae	4275/53	NCTC 9652	37
Klebsiella pneumoniae	4045/53	NCTC 9656	37
Klebsiella pneumoniae subsp. ozaenae	McLurry	NCTC 9657	37
Klebsiella pneumoniae subsp. ozaenae	5681/51	NCTC 9659	37
Klebsiella pneumoniae	1352/53	NCTC 9660	37
Klebsiella pneumoniae sensu stricto	4099/53	NCTC 9661	37
Klebsiella pneumoniae sensu stricto	1289/54	NCTC 9662	37
Klebsiella pneumoniae subsp. ozaenae	2513/51	NCTC 9666	37
Klebsiella pneumoniae	4106/51	NCTC 9667	37
Klebsiella pneumoniae	284/52	NCTC 9668	37
Bacillus cereus	Mottram	NCTC 9680	37
Salmonella enterica subsp. salamae serotype uphill	22 (CN 4099)	NCTC 9681	37
Streptococcus equi subsp. equi	C 15	NCTC 9682	37
Salmonella enterica subsp. enterica serotype java	436/54	NCTC 9683	37
Salmonella enterica subsp. enterica serotype java	7968	NCTC 9684	37
Salmonella enterica subsp. enterica serotype java	10390 (Col Sal 311/55)	NCTC 9685	37
Salmonella enterica subsp. enterica serotype java	10777 (Col Sal 312/55)	NCTC 9686	37
Clostridium novyi	BFE	NCTC 9691	37
Clostridium haemolyticum	473 - A	NCTC 9692	37
Clostridium haemolyticum	507 - A	NCTC 9693	37
Chromobacterium violaceum	BN	NCTC 9694	37
Chromobacterium violaceum	SL	NCTC 9695	37
Chromobacterium violaceum	BH	NCTC 9696	37
Arcanobacterium haemolyticum	Leibow 53/W/1	NCTC 9697	37
Escherichia coli	Katwijk	NCTC 9699	37
Escherichia coli	5624-50	NCTC 9701	37
Escherichia coli	4354-54	NCTC 9702	37
Escherichia coli	585-52	NCTC 9703	37
Escherichia coli	1686	NCTC 9704	37
Escherichia coli	1156-54	NCTC 9705	37
Escherichia coli	3303-51	NCTC 9706	37
Escherichia coli	4932-53	NCTC 9707	37
Escherichia coli	56-54	NCTC 9708	37
Enterobacter cloacae	Warner	NCTC 9711	37
Mannheimia haemolytica	642/56	NCTC 9712	37
Neisseria meningitidis	M 425	NCTC 9713	37
Neisseria meningitidis	M 158	NCTC 9714	37
Staphylococcus aureus	A 967	NCTC 9715	37
Staphylococcus aureus	PS81	NCTC 9717	37
Shigella dysenteriae	986-55	NCTC 9718	37
Shigella dysenteriae	1611-55	NCTC 9719	37
Shigella dysenteriae	616-55	NCTC 9720	37
Shigella dysenteriae	76	NCTC 9721	37
Shigella flexneri	2462-54	NCTC 9722	37
Shigella flexneri	1607-55	NCTC 9723	37
Shigella flexneri	431-55	NCTC 9724	37
Shigella flexneri	602-55	NCTC 9725	37
Shigella flexneri	619-55	NCTC 9726	37
Shigella flexneri	1740-55	NCTC 9727	37
Shigella flexneri	13-55	NCTC 9728	37
Shigella flexneri	281-55	NCTC 9729	37
Shigella flexneri	1689-55	NCTC 9730	37
Shigella boydii	3269-54	NCTC 9731	37
Shigella boydii	1690-55	NCTC 9732	37
Shigella boydii	2970-54	NCTC 9733	37
Shigella boydii	4372-54	NCTC 9734	37
Enterobacter aerogenes	E 23	NCTC 9735	37
Enterobacter cloacae	A 53	NCTC 9736	37
Kluyvera ascorbata	9737 C 9691 (ch)	NCTC 9737	37
Serratia marcescens	V 146	NCTC 9741	37
Brevibacterium iodinum	Davis	NCTC 9742	37
Serratia marcescens	E 13	NCTC 9743	37
Aeromonas liquefaciens	A 101	NCTC 9744	37
Salmonella enterica subsp. salamae serotype krugersdorp	819169 (Col Sal 1656/55)	NCTC 9745	37
Citrobacter freundii	ATCC 8090	NCTC 9750	37
Staphylococcus aureus	Duncan	NCTC 9752	37
Staphylococcus aureus	PS187 (593, Wahl)	NCTC 9754	37
Corynebacterium striatum	Newton	NCTC 9755	37
Chromobacterium violaceum	Mentekab	NCTC 9757	37
Shigella dysenteriae	4780-55	NCTC 9759	37
Shigella dysenteriae	75	NCTC 9760	37
Shigella dysenteriae	77	NCTC 9762	37
Shigella dysenteriae	78	NCTC 9763	37
Shigella dysenteriae	4789-55	NCTC 9764	37
Shigella boydii	4350-54	NCTC 9765	37
Shigella boydii	2770-51	NCTC 9766	37
Shigella flexneri	4723-55	NCTC 9769	37
Shigella boydii	4681-55	NCTC 9770	37
Shigella boydii	1713-51	NCTC 9771	37
Shigella boydii	123	NCTC 9772	37
Shigella sonnei	4726-54	NCTC 9773	37
Shigella sonnei	1196	NCTC 9774	37
Escherichia coli	4752-55	NCTC 9775	37
Escherichia coli	4698-55	NCTC 9776	37
Escherichia coli	S 167	NCTC 9777	37
Escherichia coli	S 171	NCTC 9778	37
Shigella flexneri	3989-55	NCTC 9779	37
Shigella flexneri	1389	NCTC 9780	37
Shigella flexneri	7	NCTC 9781	37
Shigella flexneri	2178-51	NCTC 9782	37
Shigella flexneri	535	NCTC 9783	37
Shigella boydii	2799-55	NCTC 9784	37
Enterobacter cloacae	PM Malpaiss P 162	NCTC 9785	37
Salmonella enterica subsp. enterica serotype strasbourg	Col Sal 992/55	NCTC 9786	37
Salmonella enterica subsp. enterica serotype sundsvall	Col Sal 3726/55 (JT 123)	NCTC 9787	37
Staphylococcus aureus	PS80 (27530)	NCTC 9789	37
Salmonella enterica subsp. enterica serotype azteca	9790 CDC 4738-55 (JT 814, Col Sal 3727/55) 4, 5, 12:l, v:1, 5	NCTC 9790	37
Salmonella enterica subsp. enterica serotype shanghai	K 255 (Col Sal 3540)	NCTC 9791	37
Salmonella enterica subsp. enterica serotype deversoir	9792 JT 309 45:c:e, n, x	NCTC 9792	37
Klebsiella pneumoniae	D 201 H	NCTC 9793	37
Salmonella enterica subsp. enterica serotype rutgers	CDC 3220-55	NCTC 9794	37
Janthinobacterium lividum	Hans H-24	NCTC 9796	22
Salmonella enterica subsp. enterica serotype bergen	K 701 (JT 359, Col Sal 382/56)	NCTC 9798	37
Salmonella enterica subsp. salamae serotype windhoek	JT 360 (Col Sal 2148/54)	NCTC 9799	37
Clostridium drakei	Silage	NCTC 9800	37
Anaerococcus octavius	Davey 1	NCTC 9810	37
Mycobacterium gordonae	AJD	NCTC 9822	37
Corynebacterium diphtheriae	Yaba	NCTC 9823	37
Lactococcus lactis subsp lactis	54/851	NCTC 9824	37
Arcanobacterium pyogenes	Aberdeen Angus	NCTC 9825	37
Mycobacterium tuberculosis	12244 Warnes	NCTC 9826	37
Mycobacterium tuberculosis	9065 McBridge	NCTC 9827	37
Streptococcus agalactiae	Pattison R	NCTC 9828	37
Streptococcus agalactiae	Pattison X	NCTC 9829	37
Escherichia coli	2110-55	NCTC 9833	37
Escherichia coli	2715-54	NCTC 9834	37
Shigella dysenteriae	3341-55	NCTC 9835	37
Clostridium putrefaciens	Barnes	NCTC 9836	22
Clostridium botulinum	Mauritius	NCTC 9837	37
Enterobacter cloacae	14656	NCTC 9842	30
Enterobacter cloacae	14659	NCTC 9843	30
Cronobacter sakazakii	Serratia 6	NCTC 9844	30
Enterobacter cloacae	Serratia 7	NCTC 9845	30
Cronobacter sakazakii	Serratia 2	NCTC 9846	30
Bacillus megaterium	Elstree	NCTC 9848	37
Shigella boydii	1052/50	NCTC 9850	37
Salmonella enterica subsp. enterica serotype bracknell	Col Sal 2697/53 (JT 368)	NCTC 9852	37
Salmonella enterica subsp. enterica serotype bristol	Col Sal 1423/52 (JT 370)	NCTC 9853	37
Salmonella enterica subsp. salamae serotype springs	JT 421 (Col Sal 315/54)	NCTC 9854	37
Escherichia coli	E 6912	NCTC 9855	37
Listeria monocytogenes	Fraser	NCTC 9862	37
Listeria monocytogenes	Ross	NCTC 9863	37
Corynebacterium mycetoides	Castellani	NCTC 9864	37
Staphylococcus epidermidis	Castellani	NCTC 9865	37
Sarcina sp.	Helene	NCTC 9866	37
Salmonella enterica subsp. enterica serotype alabama	ISC 509 (JT 989)	NCTC 9868	37
Salmonella enterica subsp. enterica serotype albany	ISC 343	NCTC 9869	37
Salmonella enterica subsp. enterica serotype ball	9870 ISC 300 (JT 991) 1, 4, 12:y:e, n, x	NCTC 9870	37
Salmonella enterica subsp. enterica serotype bonn	ISC 469	NCTC 9871	37
Salmonella enterica subsp. enterica serotype carmel	ISC 478	NCTC 9872	37
Salmonella enterica subsp. enterica serotype chicago	ISC 389	NCTC 9873	37
Salmonella enterica subsp. enterica serotype curacao	ISC 546	NCTC 9874	37
Salmonella enterica subsp. enterica serotype duval	ISC 308	NCTC 9875	37
Salmonella enterica subsp. enterica serotype friedenau	ISC 499	NCTC 9876	37
Salmonella enterica subsp. enterica serotype hadar	9877 ISC 473 6, 8:z10:e, n, x	NCTC 9877	37
Salmonella enterica subsp. enterica serotype haifa	ISC 296	NCTC 9878	37
Salmonella enterica subsp. enterica serotype hessarek	9879 ISC 500 4, 12:a:1, 5	NCTC 9879	37
Salmonella enterica subsp. enterica serotype homosassa	9880 ISC 342 1, 6, 14, 25:z:1, 5	NCTC 9880	37
Salmonella enterica subsp. enterica serotype israel	ISC 487	NCTC 9881	37
Salmonella enterica subsp. enterica serotype kingston	9882 ISC 354 1, 4, 12, 27:g, s, t:-	NCTC 9882	37
Salmonella enterica subsp. enterica serotype krefeld	ISC 405	NCTC 9884	37
Salmonella enterica subsp. enterica serotype lille	ISC 504	NCTC 9885	37
Salmonella enterica subsp. enterica serotype lindenburg	ISC 406	NCTC 9886	37
Salmonella enterica subsp. enterica serotype matadi	ISC 501	NCTC 9887	37
Salmonella enterica subsp. enterica serotype mendoza	9888 ISC 359 9, 12:l, v:1, 2	NCTC 9888	37
Salmonella enterica subsp. enterica serotype milwaukee	9890 ISC 333 (CN 4979) 43:f, g:-	NCTC 9890	37
Salmonella enterica subsp. enterica serotype mishmarhaemek	9891 ISC 515 1, 13, 23:d:1, 5	NCTC 9891	37
Salmonella enterica subsp. enterica serotype morotai	9892 ISC 299 17:1, v:1, 2	NCTC 9892	37
Salmonella enterica subsp. enterica serotype nagoya	ISC 434	NCTC 9893	37
Salmonella enterica subsp. enterica serotype quiniela	9894 ISC 344 6, 8:c:e, n, z15	NCTC 9894	37
Salmonella enterica subsp. enterica serotype tananarive	ISC 292	NCTC 9895	37
Salmonella enterica subsp. enterica serotype thomasville	9896 ISC 341 (3), (15), 34:y:1, 5	NCTC 9896	37
Salmonella enterica subsp. enterica serotype usumbura	9897 ISC 471 18:d:1, 7	NCTC 9897	37
Salmonella enterica subsp. enterica serotype duisburg	ISC 579	NCTC 9898	37
Salmonella enterica subsp. enterica serotype hato	9899 ISC 551 4, 5, 12:g, m, s:-	NCTC 9899	37
Salmonella enterica subsp. enterica serotype brazzaville	ISC 603	NCTC 9900	37
Salmonella enterica subsp. enterica serotype decatur	9901 ISC 631 6, 7:c:1, 5	NCTC 9901	37
Salmonella enterica subsp. enterica serotype bronx	9903 ISC 636 6, 8:c:1, 6	NCTC 9903	37
Salmonella enterica subsp. enterica serotype saarbruecken	ISC 619	NCTC 9904	37
Salmonella enterica subsp. salamae serotype haarlem	ISC 519	NCTC 9906	37
Salmonella enterica subsp. enterica serotype portland	9907 ISC 649 9, 12:z10:1, 5	NCTC 9907	37
Salmonella enterica subsp. enterica serotype goerlitz	9908 ISC 645 3, 15:e, h:1, 2	NCTC 9908	37
Salmonella enterica subsp. enterica serotype manila	9910 ISC 618 3, 15:z10:1, 5	NCTC 9910	37
Salmonella enterica subsp. enterica serotype maracaibo	ISC 585	NCTC 9911	37
Salmonella enterica subsp. enterica serotype cerro	ISC 624	NCTC 9912	37
Salmonella enterica subsp. enterica serotype lisboa	9913 ISC 580 16:z10:1, 6	NCTC 9913	37
Salmonella enterica subsp. enterica serotype seattle	9914 ISC 635 28:a:e, n, x	NCTC 9914	37
Salmonella enterica subsp. salamae serotype kaltenhausen	ISC 641	NCTC 9915	37
Salmonella enterica subsp. enterica serotype mundonobo	9916 ISC 577 28:d:1, 7	NCTC 9916	37
Salmonella enterica subsp. enterica serotype ezra	ISC 639	NCTC 9917	37
Salmonella enterica subsp. enterica serotype godesberg	ISC 632 (CN 4980)	NCTC 9918	37
Salmonella enterica subsp. enterica serotype bodjonegoro	9919 ISC 604 (JT 992) 30:z4, z24:-	NCTC 9919	37
Salmonella enterica subsp. enterica serotype korovi	9920 ISC 644 (CN 4981) 38:g, m, s:-	NCTC 9920	37
Salmonella enterica subsp. enterica serotype emmastad		NCTC 9921	37
Salmonella enterica subsp. enterica serotype colombo	ISC 561 (JT 996)	NCTC 9922	37
Salmonella enterica subsp. enterica serotype kalamu	9923 ISC 668 4, 12:z4, z24:-	NCTC 9923	37
Salmonella enterica subsp. enterica serotype neukoelln	9924 ISC 692 6, 7:l, z13, z28:e, n, z15	NCTC 9924	37
Salmonella enterica subsp. enterica serotype djugu	9925 ISC 676 6, 7:z10:e, n, x	NCTC 9925	37
Salmonella enterica subsp. enterica serotype blockley	9926 ISC 670 6, 8:k:1, 5	NCTC 9926	37
Salmonella enterica subsp. enterica serotype dakar	ISC 652	NCTC 9928	37
Salmonella enterica subsp. enterica serotype yolo	9929 ISC 711 (CN 4987) 35:c:-	NCTC 9929	37
Salmonella enterica subsp. salamae serotype degania	ISC 672	NCTC 9930	37
Actinomyces odontolyticus	A 21	NCTC 9931	37
Bacillus licheniformis	CN 559	NCTC 9932	37
Bacillus subtilis	CN 3939	NCTC 9933	37
Actinomyces odontolyticus	A 10	NCTC 9935	37
Salmonella enterica subsp. salamae serotype greenside	ISC 842 (SS 362/56)	NCTC 9936	37
Salmonella enterica subsp. enterica serotype caracas	9937 ISC 279 1, 6, 14, 25:g, m, s:-	NCTC 9937	37
Enterococcus avium	E 6844	NCTC 9938	37
Bacillus cereus	M 8	NCTC 9939	37
Serratia marcescens	S 7616	NCTC 9940	37
Salmonella enterica subsp. enterica serotype worthington	JT 348 (2/56)	NCTC 9941	37
Salmonella enterica subsp. enterica serotype warragul	Col Sal 580/54 (JT 688)	NCTC 9942	37
Pseudomonas syncyanea	Delft	NCTC 9943	30
Staphylococcus aureus	Boy R	NCTC 9944	37
Bacillus cereus	569/H	NCTC 9945	37
Bacillus cereus	Sneath 5/B	NCTC 9946	37
Bacillus cereus	Sneath 5	NCTC 9947	37
Salmonella sp.	SS 813 A (JT 474)	NCTC 9948	37
Salmonella enterica subsp. enterica serotype dahlem	SS 772/56 (JT 480)	NCTC 9949	37
Shigella flexneri	13737	NCTC 9950	37
Shigella dysenteriae	55/3053	NCTC 9952	37
Shigella dysenteriae	DRL 259/55 7825	NCTC 9953	37
Shigella dysenteriae	23	NCTC 9954	37
Shigella dysenteriae	F/1009/54	NCTC 9955	37
Shigella dysenteriae	25	NCTC 9956	37
Shigella dysenteriae	DRL 453/55	NCTC 9957	37
Salmonella enterica subsp. enterica serotype karamoja	9958 Col Sal 714/54 40:z41:1, 2	NCTC 9958	37
Salmonella enterica subsp. enterica serotype senftenberg	775/W (Col Sal 385/57, JT 493)	NCTC 9959	37
Enterobacter cloacae	E 4	NCTC 9960	30
Escherichia coli	Seeliger 178-5	NCTC 9961	37
Escherichia coli	Ewing 4866-53	NCTC 9962	37
Escherichia coli	S 239	NCTC 9963	37
Escherichia coli	N 87	NCTC 9964	37
Escherichia coli	N 282	NCTC 9965	37
Escherichia coli	4370-53	NCTC 9966	37
Escherichia coli	Pecs	NCTC 9967	37
Escherichia coli	Sakazaki 1111-55	NCTC 9968	37
Escherichia coli	RVC 1787	NCTC 9969	37
Shigella flexneri	1012-57	NCTC 9989	37
Comamonas terrigena	452 -3	NCTC 9991	37
Shigella sonnei	Tee	NCTC 9992	37
Streptococcus agalactiae	O 90 R	NCTC 9993	37
Streptococcus pyogenes	S 84	NCTC 9994	37
Klebsiella aerogenes	Tee	NCTC 9997	37
Arcanobacterium haemolyticum	Manchester 32042	NCTC 9998	37
Actinomadura pelletieri	513	NCTC 9999	37
Escherichia coli	6019-50	NCTC 10002	37
Bacillus stearothermophilus	Kelsey	NCTC 10003	60
Enterobacter cloacae	279-56	NCTC 10005	37
Klebsiella aerogenes	CDC 819-56	NCTC 10006	37
Geobacillus stearothermophilus	NCA 1518	NCTC 10007	60
Mycobacterium phlei	Fulton	NCTC 10008	30
Mycobacterium marinum	XVI	NCTC 10009	37
Mycobacterium marinum	BIV	NCTC 10010	37
Mycobacterium marinum	X	NCTC 10011	37
Mycobacterium marinum	V	NCTC 10012	37
Mycobacterium ulcerans	Edwards	NCTC 10013	37
Proteus vulgaris	P 393	NCTC 10015	37
Staphylococcus aureus	8719	NCTC 10017	37
Staphylococcus aureus	2009	NCTC 10019	37
Proteus vulgaris	15363 A	NCTC 10020	37
Neisseria gonorrhoeae	Ruddock	NCTC 10022	37
Staphylococcus aureus	PS82 (L Ho 552280)	NCTC 10023	37
Shigella boydii	E 16	NCTC 10024	37
Neisseria meningitidis	M 1027	NCTC 10025	37
Neisseria meningitidis	M 2092	NCTC 10026	37
Neisseria meningitidis	M 962	NCTC 10027	37
Neisseria meningitidis	M 997	NCTC 10028	37
Yersinia pestis	13925/58	NCTC 10029	30
Yersinia pestis	13927/58	NCTC 10030	30
Proteus vulgaris	P 284	NCTC 10031	37
Staphylococcus aureus	PS42D (1363)	NCTC 10033	37
Proteus vulgaris	P 307	NCTC 10034	37
Staphylococcus aureus	RL Mucoid	NCTC 10035	37
Serratia rubidaea	019915	NCTC 10036	37
Brucella ovis	303	NCTC 10037	37
Pseudomonas fluorescens	28/5	NCTC 10038	30
Staphylococcus aureus	PS83A/83B	NCTC 10039	37
Morganella morganii	N-O-T 1	NCTC 10041	37
Mycobacterium xenopi	ATCC 19250	NCTC 10042	37
Salmonella enterica subp. arizonae	404	NCTC 10043	37
Salmonella enterica subp. arizonae	1840-54	NCTC 10044	37
Salmonella enterica subsp. arizonae	2432-53	NCTC 10045	37
Salmonella enterica subsp. arizonae	Inst. Past. 1995-58	NCTC 10046	37
Salmonella enterica subsp. arizonae	3600-56	NCTC 10047	37
Salmonella enterica subsp. arizonae	Japan 396-56	NCTC 10048	37
Salmonella enterica subsp. arizonae	124-57	NCTC 10049	37
Salmonella enterica subsp. arizonae	Boycott 2758-55	NCTC 10051	37
Salmonella enterica subsp. arizonae	Minn 98	NCTC 10052	37
Salmonella enterica subsp. arizonae	Calif 3878-58	NCTC 10053	37
Salmonella enterica subsp. arizonae	3205-51	NCTC 10054	37
Salmonella enterica subsp. arizonae	Boycott 4587-57	NCTC 10055	37
Salmonella enterica subsp. houtenae serotype soesterberg	CDC 2959-55	NCTC 10056	37
Salmonella enterica subsp. arizonae	5395-52	NCTC 10057	37
Salmonella enterica subsp. arizonae	252-58	NCTC 10058	37
Salmonella enterica subsp. arizonae	261-58	NCTC 10059	37
Salmonella enterica subsp. diarizonae	Peso Mll	NCTC 10060	37
Salmonella enterica subsp. arizonae	3592-56	NCTC 10061	37
Salmonella enterica subsp. arizonae	2907-58	NCTC 10062	37
Salmonella enterica subsp. arizonae	4601-54	NCTC 10063	37
Salmonella enterica subsp. arizonae	3853-54	NCTC 10064	37
Salmonella sp.	1675-55	NCTC 10065	37
Salmonella enterica subsp. arizonae	2224-56	NCTC 10067	37
Salmonella enterica subsp. arizonae	1158-58	NCTC 10068	37
Salmonella enterica subsp. arizonae	599-54	NCTC 10069	37
Brucella neotomae	5 E 1169	NCTC 10070	37
Brucella neotomae	6 D 152	NCTC 10071	37
Brucella neotomae	7 E 164	NCTC 10072	37
Bacillus atropeaus	Camp Detrick Phillips	NCTC 10073	37
Salmonella enterica subsp. salamae serotype bloemfontein	JT 500	NCTC 10074	37
Salmonella enterica subsp. enterica serotype treforest	JT 583	NCTC 10075	37
Salmonella enterica subsp. enterica serotype quinhon	SS 75-58 (JT 592)	NCTC 10076	37
Salmonella enterica subsp. enterica serotype utrecht	10077 JT 652 52:d:1, 5	NCTC 10077	37
Salmonella enterica subsp. salamae serotype humber	JT 677	NCTC 10078	37
Salmonella enterica subsp. enterica serotype senftenberg	JT 577	NCTC 10079	37
Salmonella enterica subsp. enterica serotype senftenberg	JT 572	NCTC 10080	37
Salmonella enterica subsp. enterica serotype senftenberg	JT 662	NCTC 10081	37
Micrococcus luteus	Barwells coccus	NCTC 10083	37
Brucella neotomae	5 K 33	NCTC 10084	37
Streptococcus pyogenes	R53/1077	NCTC 10085	37
Escherichia coli	149-51	NCTC 10087	37
Escherichia coli	6018-58	NCTC 10089	37
Escherichia coli	4608-58	NCTC 10090	37
Salmonella enterica subsp. arizonae	CDC 256-58	NCTC 10092	37
Brucella abortus	544	NCTC 10093	37
Brucella suis	15/La	NCTC 10095	37
Brucella abortus	Davidson	NCTC 10096	37
Brucella suis	American type	NCTC 10097	37
Brucella suis	Jacotot	NCTC 10098	37
Mycoplasma capricolum subsp. capripneumoniae	F38 (M2054/75)	NCTC 10192	37
Mycoplasma muris	RIII-4	NCTC 10196	37
Pasteurella multocida	A4	NCTC 10201	37
Pasteurella multocida	211	NCTC 10202	37
Pasteurella multocida	215	NCTC 10203	37
Pasteurella multocida subsp. gallicida	739	NCTC 10204	37
Corynebacterium matruchotii	LDM 3	NCTC 10206	37
Mannheimia haemolytica	T 20	NCTC 10208	37
Klebsiella pneumoniae	CDC 2222-59	NCTC 10209	37
Serratia marcescens	BS 303	NCTC 10211	37
Neisseria animalis	NA10	NCTC 10212	37
Klebsiella pneumoniae	CDC 1548-58	NCTC 10213	37
Salmonella enterica subsp. enterica serotype kaolack	10214 JT 512 47:z:1, 6	NCTC 10214	37
Actinomyces israelii	Phillips	NCTC 10215	37
Yersinia pseudotuberculosis	Schofield	NCTC 10216	37
Yersinia pseudotuberculosis	Burke	NCTC 10217	37
Mannheimia haemolytica	T 185	NCTC 10218	37
Actinobacillus ureae	3520/59	NCTC 10219	37
Actinobacillus ureae	218/60	NCTC 10220	37
Actinobacillus ureae	3369/60	NCTC 10221	37
Actinobacillus ureae	3974/60	NCTC 10222	37
Neisseria gonorrhoeae	2	NCTC 10223	37
Neisseria gonorrhoeae	5	NCTC 10224	37
Streptococcus sp.	K 131	NCTC 10228	37
Burkholderia mallei	Budapest	NCTC 10229	37
Burkholderia mallei	Ivan	NCTC 10230	37
Streptococcus gordonii	Blackburn	NCTC 10231	37
Streptococcus oralis	Levy	NCTC 10232	37
Streptococcus sp.	SHC/200	NCTC 10233	37
Streptococcus suis	735	NCTC 10234	37
Streptococcus sp.	SHC/285	NCTC 10235	37
Actinomyces israelii	Smith	NCTC 10236	37
Streptococcus suis	Field 428	NCTC 10237	37
Streptococcus dysgalactiae	SHC 16	NCTC 10238	37
Salmonella enterica subsp. enterica serotype abortusovis	Col Sal 321/61 (CAPM 5611, CN 5728)	NCTC 10241	37
Gemella haemolysans	H 3	NCTC 10243	37
Gemella haemolysans	H 5	NCTC 10244	37
Burkholderia mallei	China 5	NCTC 10245	37
Klebsiella pneumoniae	AMC 35-A-3	NCTC 10246	37
Burkholderia mallei	12	NCTC 10247	37
Burkholderia mallei	6	NCTC 10248	37
Actinobacillus lignieresii	10695 Type 1a	NCTC 10250	37
Salmonella enterica subsp. salamae serotype artis	SS 127-61 (CDC 6897-60, JT 856)	NCTC 10253	37
Corynebacterium matruchotii	ATCC 14266	NCTC 10254	37
Vibrio cholerae biotype el tor	20109	NCTC 10255	37
Vibrio cholerae biotype el tor	20111	NCTC 10256	37
Stenotrophomonas maltophilia	RH 810-2	NCTC 10257	37
Stenotrophomonas maltophilia	RH 560	NCTC 10258	37
Stenotrophomonas maltophilia	RH 611	NCTC 10259	37
Burkholderia mallei	11	NCTC 10260	37
Klebsiella oxytoca	K 70	NCTC 10261	37
Klebsiella pneumoniae	K 71	NCTC 10262	37
Raoultella ornithinolytica	K 72	NCTC 10263	37
Mycobacterium peregrinum	6020	NCTC 10264	37
Mycobacterium smegmatis	W-113	NCTC 10265	30
Mycobacterium phlei	NTB	NCTC 10266	37
Mycobacterium gordonae	P-15	NCTC 10267	37
Mycobacterium kansasii	P-22	NCTC 10268	37
Mycobacterium abscessus	380	NCTC 10269	30
Mycobacterium acapulcensis	AC-103	NCTC 10270	37
Mycobacterium flavescens	D-25	NCTC 10271	30
Salmonella enterica subsp. salamae serotype locarno	SS 61 (Col Sal 1251/61, JT 922)	NCTC 10272	37
Klebsiella pneumoniae sensu stricto	DRL 244/59	NCTC 10273	37
Burkholderia pseudomallei	SR 802/61	NCTC 10274	37
Yersinia pseudotuberculosis	14/1	NCTC 10275	37
Burkholderia pseudomallei	Prince	NCTC 10276	37
Yersinia pseudotuberculosis	30/II	NCTC 10277	37
Yersinia pseudotuberculosis	43/III	NCTC 10278	37
Escherichia coli	E 1385 (3)	NCTC 10279	37
Mycobacterium tuberculosis	I 1413	NCTC 10280	37
Clostridium botulinum	Langeland	NCTC 10281	37
Alysiella filiformis	A 1	NCTC 10282	37
Alysiella crassa	S 6	NCTC 10283	37
Corynebacterium minutissimum	Taplin	NCTC 10284	37
Corynebacterium minutissimum	Sarah	NCTC 10285	37
Providencia alcalifaciens	10286	NCTC 10286	37
Gardnerella vaginalis	Dukes 594	NCTC 10287	37
Corynebacterium minutissimum	Barton	NCTC 10288	37
Corynebacterium minutissimum	McGee	NCTC 10289	30
Acinetobacter baumannii	A 4	NCTC 10290	37
Acinetobacter baumannii	A 15	NCTC 10291	37
Acinetobacter baumannii	B5W	NCTC 10292	37
Moraxella (branhamella) caviae	GP 11	NCTC 10293	37
Neisseria cinerea	194	NCTC 10294	37
Bergeriella denitrificans	M 37	NCTC 10295	37
Neisseria canis	H6	NCTC 10296	37
Moraxella (branhamella) cuniculi	K 19	NCTC 10297	37
Pseudomonas aeruginosa	889	NCTC 10299	37
Nocardia brasiliensis	Ochoa 409	NCTC 10300	37
Actinomyces naeslundii	279	NCTC 10301	37
Lactobacillus rhamnosus	Sims	NCTC 10302	37
Acinetobacter baumannii	3516/60	NCTC 10303	37
Acinetobacter genospecies 13	P 544/60	NCTC 10304	32
