Species	Strain	Source_ID	Temp	ncbiTaxID
Salmonella enterica subsp. enterica serotype typhimurium	3173 (K 13)	NCTC 5714	37	-1
Salmonella enterica subsp. enterica serotype typhimurium	10953 (K 14)	NCTC 5715	37	-1
Salmonella enterica subsp. enterica serotype stanley	7855 (K 15)	NCTC 5716	37	-1
Salmonella enterica subsp. enterica serotype heidelberg	K 16	NCTC 5717	37	-1
Salmonella enterica subsp. enterica serotype chester	5718 1254 (K 17) 4, 5, 12:e, h:e, n, x	NCTC 5718	37	-1
Salmonella enterica subsp. enterica serotype sandiago	1254 (K 18)	NCTC 5719	37	-1
Salmonella enterica subsp. enterica serotype reading	K 19	NCTC 5720	37	-1
Salmonella enterica subsp. enterica serotype derby	31 (K 20)	NCTC 5721	37	-1
Salmonella enterica subsp. enterica serotype derby	5722 15145 (K 21) 4, 12:f, g:-	NCTC 5722	37	-1
Salmonella enterica subsp. enterica serotype essen	5723 173 (K 22) 4, 12:g, m:-	NCTC 5723	37	-1
Salmonella enterica subsp. enterica serotype budapest	5724 K 23 (CN 1165) 1, 4, 12:g, t:-	NCTC 5724	37	-1
Salmonella enterica subsp. enterica serotype abortusequi	5727 202 (K26) 4, 12:-:e, n, x	NCTC 5727	37	-1
Salmonella enterica subsp. enterica serotype abortusbovis	a 1960 (K 28) (CN 5727)	NCTC 5729	37	-1
Salmonella enterica subsp. enterica serotype abortusbovis	5730 b 1960 (K SC 29) 1, 4, 12, 27:-:e, n, x	NCTC 5730	37	-1
Salmonella enterica subsp. enterica serotype bredeney	1051 (K 30)	NCTC 5731	37	-1
Salmonella enterica subsp. enterica serotype schleissheim	5732 a 13 (K 31, CN 1225) 4, 12, 27:b:-	NCTC 5732	37	-1
Salmonella enterica subsp. enterica serotype paratyphi c	East Africa (K32)	NCTC 5733	37	-1
Salmonella enterica subsp. enterica serotype paratyphi c	Hirschfeld (K33)	NCTC 5734	37	-1
Salmonella enterica subsp. enterica serotype choleraesuis	1348	NCTC 5735	37	-1
Salmonella enterica subsp. enterica serotype choleraesuis	K35	NCTC 5736	37	-1
Salmonella enterica subsp. enterica serotype choleraesuis	1350 (K 36)	NCTC 5737	37	-1
Salmonella enterica subsp. enterica serotype choleraesuis	5210 (K37)	NCTC 5738	37	-1
Salmonella enterica subsp. enterica serotype typhisuis	1347 (K 38)	NCTC 5739	37	-1
Salmonella enterica subsp. enterica serotype thompson	8 (K 39)	NCTC 5740	37	-1
Salmonella enterica subsp. enterica	5741 2988 (K 40) 6, 7:-:1, 5	NCTC 5741	37	59201
Salmonella enterica subsp. enterica serotype virchow	4519 (K 41)	NCTC 5742	37	-1
Salmonella enterica subsp. enterica serotype oranienburg	9087 (K 42)	NCTC 5743	37	-1
Salmonella enterica subsp. enterica serotype potsdam	5744 K43 (9781) 6, 7:l, v:e, n, z15	NCTC 5744	37	-1
Salmonella enterica subsp. enterica serotype bareilly	5745 3213 (K 44) 6, 7:y:1. 5	NCTC 5745	37	-1
Salmonella enterica subsp. enterica serotype mikawasima	56 (K 45)	NCTC 5746	37	-1
Salmonella enterica subsp. enterica serotype montevideo	623 (K 46)	NCTC 5747	37	-1
Salmonella enterica subsp. enterica serotype oslo	K 47	NCTC 5748	37	-1
Salmonella enterica subsp. enterica serotype amersfoort	5749 K 48 6, 7:d:e, n, x	NCTC 5749	37	-1
Salmonella enterica subsp. enterica serotype braenderup	3022 (K 49)	NCTC 5750	37	-1
Salmonella enterica subsp. enterica serotype newport	563 (K 50)	NCTC 5751	37	-1
Salmonella enterica subsp. enterica serotype newport	K 51	NCTC 5752	37	-1
Salmonella enterica subsp. enterica serotype kottbus	5753 4179 (K 52) 6, 8:e, h:1, 5	NCTC 5753	37	-1
Salmonella enterica subsp. enterica serotype bovis-morbificans	3640 (K 53)	NCTC 5754	37	-1
Salmonella enterica subsp. enterica serotype muenchen	K 54	NCTC 5755	37	-1
Salmonella enterica subsp. enterica serotype narashino	5756 K 55 6, 8:a:e, n, x	NCTC 5756	37	-1
Salmonella enterica subsp. enterica serotype glostrup	4324 (K 56)	NCTC 5757	37	-1
Salmonella enterica subsp. enterica serotype typhi	2 V (K59)	NCTC 5760	37	-1
Salmonella enterica subsp. enterica serotype typhi	Watson Vi (K60)	NCTC 5761	37	-1
Salmonella enterica subsp. enterica serotype typhi	R 2 rough (K63)	NCTC 5764	37	-1
Salmonella enterica subsp. enterica serotype enteritidis	1891 (K64)	NCTC 5765	37	-1
Salmonella enterica subsp. enterica serotype rostock	K 66	NCTC 5767	37	-1
Salmonella enterica subsp. enterica serotype blegdam	22 (K 68)	NCTC 5769	37	-1
Salmonella enterica subsp. enterica serotype berta	K 69	NCTC 5770	37	-1
Salmonella enterica subsp. enterica serotype eastbourne	5771 K 70 9, 12:e, h:1, 5	NCTC 5771	37	-1
Salmonella enterica subsp. enterica serotype sendai	571 (K 71)	NCTC 5772	37	-1
Salmonella enterica subsp. salamae serotype dar-es-salaam	K 72	NCTC 5773	37	-1
Salmonella enterica subsp. enterica serotype panama	K 73	NCTC 5774	37	-1
Salmonella enterica subsp. enterica serotype pullorum	971 (K 75)	NCTC 5776	37	-1
Salmonella enterica subsp. enterica serotype london	5777 1446 (K 76) 3, 10:l, v:1, 6	NCTC 5777	37	-1
Salmonella enterica subsp. enterica serotype give	316 (K 77)	NCTC 5778	37	-1
Salmonella enterica subsp. enterica serotype anatum	293 (K 78)	NCTC 5779	37	-1
Salmonella enterica subsp. enterica serotype muenster	5780 4546 (K 79) 3, 10:e, h:1, 5	NCTC 5780	37	-1
Salmonella enterica subsp. enterica serotype nyborg	1527 (K 80)	NCTC 5781	37	-1
Salmonella enterica subsp. enterica serotype amager	K 81 (2399) (CN 4102)	NCTC 5782	37	-1
Salmonella enterica subsp. enterica serotype zanzibar	K 82 (455/37, CN 6648)	NCTC 5783	37	-1
Salmonella enterica subsp. enterica serotype shangani	5784 5630 (K 83) 3, 10:d:1, 5	NCTC 5784	37	-1
Salmonella enterica subsp. enterica serotype newington	C2 (K 84, CN 1139)	NCTC 5785	37	-1
Salmonella enterica subsp. enterica serotype selandia	5786 7482 (K 85) 3, 15:e, h:1, 7	NCTC 5786	37	-1
Salmonella enterica subsp. enterica serotype newbrunswick	5787 5411 (K 86, CN 1136) 3, 15:l, v:1, 7	NCTC 5787	37	-1
Salmonella enterica subsp. enterica serotype senftenberg	3007 (K 87)	NCTC 5788	37	-1
Salmonella enterica subsp. enterica serotype niloese	1236 (K 88, CN 1133)	NCTC 5789	37	-1
Salmonella enterica subsp. enterica serotype newington	1928 (K 89)	NCTC 5790	37	-1
Salmonella enterica subsp. enterica serotype aberdeen	(K 90)	NCTC 5791	37	-1
Salmonella enterica subsp. enterica serotype poona	5792 K 91 13, 22:z:1, 6	NCTC 5792	37	-1
Salmonella sp.	29 (K 92)	NCTC 5793	37	-1
Salmonella enterica subsp. enterica serotype carrau	34 (K 93) (CN 1132)	NCTC 5794	37	-1
Salmonella enterica subsp. enterica serotype onderstepoort	5795 282 (K 94) 1, 6, 14, 25:e, h:1, 5	NCTC 5795	37	-1
Salmonella enterica subsp. enterica serotype rubislaw	5796 K95 (CN 1097) 16:b:e, n, x	NCTC 5796	37	-1
Salmonella enterica subsp. enterica serotype gaminara	974 (K 96, ATCC 8324, CN 3661)	NCTC 5797	37	-1
Salmonella enterica subsp. enterica serotype kirkee	K 97	NCTC 5798	37	-1
Salmonella enterica subsp. enterica serotype kentucky	5799 21883 (K 98) 8, 20:i:z6	NCTC 5799	37	-1
Salmonella enterica subsp. enterica serotype minnesota	21 (K 99, CN 1091)	NCTC 5800	37	-1
Morganella morganii	Argentina	NCTC 5845	37	582
Bacillus circulans	Crab	NCTC 5846	37	-1
Campylobacter fetus subsp. fetus	Milton	NCTC 5850	37	32019
Acinetobacter lwoffii	Lwoff (1)	NCTC 5866	37	28090
Acinetobacter lwoffii	Lwoff (2)	NCTC 5867	37	28090
Pasteurella multocida	Lamont	NCTC 5868	37	747
Proteus mirabilis	Harding & Nicholson	NCTC 5887	37	584
Bacillus coagulans	G 514	NCTC 5895	37	-1
Bacillus sphaericus	G 34	NCTC 5896	37	-1
Cronobacter sakazakii	502 (NCIB 5920)	NCTC 5920	37	28141
Yersinia pestis	Soemedang	NCTC 5923	37	632
Yersinia pestis	Tjiwidej	NCTC 5924	37	632
Escherichia coli	106	NCTC 5933	37	562
Escherichia coli	107	NCTC 5934	37	562
Pseudomonas aeruginosa	Dowson	NCTC 5940	37	287
Bordetella parapertussis	522	NCTC 5952	37	519
Staphylococcus warneri	AMC 263	NCTC 5955	37	1292
Enterococcus faecalis	ATCC 6055	NCTC 5957	37	1169311
Streptococcus sp.	ATCC 6642	NCTC 5968	37	-1
Streptococcus dysgalactiae subsp. equisimilis	ATCC 6644	NCTC 5969	37	119602
Salmonella enterica subsp. enterica serotype reading	5992 Rauss 4, 5, 12:e, (h):1, 5	NCTC 5992	37	-1
Bacillus megaterium	Fig	NCTC 6005	37	-1
Salmonella enterica subsp. enterica serotype uganda	5880 (K 101, CN 6704)	NCTC 6015	37	-1
Salmonella enterica subsp. enterica serotype rubislaw	193 (K 102, CN 1099)	NCTC 6016	37	-1
Salmonella enterica subsp. enterica serotype abony	6017 74 (K 103) 1, 4, 5, 12:b:e, n, x	NCTC 6017	37	-1
Salmonella enterica subsp. enterica serotype california	55 (K 104, CN 162)	NCTC 6018	37	-1
Salmonella enterica subsp. enterica serotype wichita	6019 (K 105)	NCTC 6019	37	-1
Salmonella enterica subsp. enterica serotype telaviv	876 (K 106, CN 1098)	NCTC 6020	37	-1
Salmonella enterica subsp. enterica serotype saintpaul	110 (K 108)	NCTC 6022	37	-1
Salmonella enterica subsp. enterica serotype meleagridis	6023 K 109 (156) 3, 10:e, h:l, w	NCTC 6023	37	-1
Salmonella enterica subsp. enterica serotype sandiego	123 (K 110)	NCTC 6024	37	-1
Salmonella enterica subsp. enterica serotype bredeney	K 112 (25/1, CN 1228)	NCTC 6026	37	-1
Enterobacter cloacae	11391	NCTC 6027	37	550
Salmonella enterica subsp. enterica serotype litchfield	K 114	NCTC 6028	37	-1
Salmonella enterica subsp. enterica serotype typhi	T2 AS (K115)	NCTC 6029	37	-1
Salmonella enterica subsp. enterica serotype onarimon	6047 Kisida 1, 9, 12:b:1, 2	NCTC 6047	37	-1
Citrobacter freundii	1	NCTC 6071	37	546
Clostridium butyricum	75	NCTC 6084	37	1492
Salmonella enterica subsp. enterica serotype arechavaleta	5567	NCTC 6087	37	-1
Bacillus megaterium	Soil 2	NCTC 6094	37	-1
Corynebacterium diphtheriae	Dublin 38	NCTC 6111	37	1717
Clostridium perfringens	4229 E?	NCTC 6121	37	1502
Staphylococcus aureus	MS 174	NCTC 6131	37	1280
Staphylococcus aureus	MS 39	NCTC 6133	37	1280
Staphylococcus aureus	MS 69	NCTC 6134	37	1280
Staphylococcus aureus	MS 41	NCTC 6135	37	1280
Staphylococcus aureus	MS 150	NCTC 6136	37	1280
Staphylococcus aureus	MS 63	NCTC 6137	37	1280
Corynebacterium diphtheriae	Dublin 9 WPRL	NCTC 6138	37	1717
Streptococcus equi subsp. zooepidemicus	Loewenthal M	NCTC 6176	37	40041
Streptococcus equi subsp. zooepidemicus	Loewenthal O	NCTC 6177	37	40041
Streptococcus equisimilis	Mare 1	NCTC 6179	37	-1
Streptococcus equi subsp. zooepidemicus	Mare 2	NCTC 6180	37	40041
Streptococcus dysgalactiae subsp. equisimilis	Mare 3 Capsulated	NCTC 6181	37	119602
Proteus mirabilis	Rex R.	NCTC 6197	37	584
Streptococcus canis	SHC 433	NCTC 6198	37	1329
Salmonella enterica subsp. enterica serotype pretoria	810	NCTC 6234	37	-1
Salmonella enterica subsp. enterica serotype durban	6235 717 9, 12:a:e, n, z15	NCTC 6235	37	-1
Salmonella enterica subsp. enterica serotype kaapstad	6236 1013 (CN 1156) 4, 12:e, h:1, 7	NCTC 6236	37	-1
Salmonella enterica subsp. enterica serotype arechavaleta	6239 Edwards 4, 5, 12:a:1, 7	NCTC 6239	37	-1
Salmonella enterica subsp. enterica serotype lexington	Edwards	NCTC 6244	37	-1
Salmonella enterica subsp. enterica serotype manhattan	6245	NCTC 6245	37	-1
Salmonella enterica subsp. enterica serotype muenchen	6246 Edwards 6, 8:d:1, 2, 3	NCTC 6246	37	-1
Salmonella enterica subsp. enterica serotype salinatis	151	NCTC 6247	37	-1
Salmonella enterica subsp. enterica serotype urbana	6248 Edwards 30:b:e, n, x	NCTC 6248	37	-1
Salmonella enterica subsp. enterica serotype goettingen	1277	NCTC 6258	37	-1
Salmonella enterica subsp. enterica serotype vejle	6260 CDC 10144/40 3, 10:e, h:1, 2	NCTC 6260	37	-1
Salmonella enterica subsp. enterica serotype dusseldorf	4908	NCTC 6262	37	-1
Citrobacter freundii	2624/36	NCTC 6266	37	546
Citrobacter freundii	6267 5396/38	NCTC 6267	37	546
Citrobacter freundii	491/36	NCTC 6269	37	546
Citrobacter freundii	Zurich	NCTC 6271	37	546
Citrobacter freundii	B	NCTC 6272	37	546
Bacillus subtilis	Ropy bread 1	NCTC 6276	37	1423
Clostridium tetani	TH 27	NCTC 6336	37	1513
Shigella dysenteriae	Q 771	NCTC 6340	37	622
Providencia alcalifaciens	B 105	NCTC 6344	37	126385
Providencia alcalifaciens	B 81	NCTC 6345	37	126385
Bacillus licheniformis	N. R. Smith 243	NCTC 6346	37	1402
Paenibacillus alvei	N. R. Smith 662	NCTC 6352	37	44250
Brevibacillus laterosporus	Laubach	NCTC 6357	37	1465
Haemophilus parasuis	F	NCTC 6359	37	-1
Proteus mirabilis	Edwards	NCTC 6369	37	584
Salmonella enterica subsp. enterica serotype amherstiana	Mass. 78	NCTC 6385	37	-1
Salmonella enterica subsp. enterica serotype unnamed	Conn 11077 (CN 1138)	NCTC 6386	37	-1
Salmonella enterica subsp. enterica serotype tennessee	6388 Tennessee K1 6, 7:z29:-	NCTC 6388	37	-1
Streptococcus dysgalactiae	A 621	NCTC 6396	37	1334
Streptococcus sp.	SHC 256	NCTC 6400	37	-1
Streptococcus dysgalactiae subsp. equisimilis	SHC 282	NCTC 6406	37	119602
Streptococcus dysgalactiae subsp. equisimilis	SHC 313	NCTC 6407	37	119602
Streptococcus sp.	SHC 177	NCTC 6408	37	-1
Bacillus subtilis	A3	NCTC 6431	37	1423
Bacillus subtilis	MM	NCTC 6432	37	1423
Arcanobacterium pyogenes	3-25	NCTC 6448	37	-1
Trueperella pyogenes	ATCC 8107	NCTC 6450	37	1661
Arcanobacterium pyogenes	ATCC 8108	NCTC 6451	37	-1
Neisseria meningitidis	34447	NCTC 6455	37	487
Neisseria meningitidis	37A	NCTC 6457	37	487
Bacillus cereus	M 28	NCTC 6474	37	1396
Salmonella enterica subsp. enterica serotype florida	C 1672 (CN 1141)	NCTC 6480	37	-1
Salmonella enterica subsp. enterica serotype bonariensis	6481 C 12 6, 8:i:e, n, x	NCTC 6481	37	-1
Salmonella enterica subsp. enterica serotype madelia	6482 Minnesota 611 (CN 1134) 1, 6, 14, 25:y:1, 7	NCTC 6482	37	-1
Salmonella enterica subsp. arizonae	CDAI 184	NCTC 6484	37	59203
Salmonella enterica subsp. arizonae	Montana 1	NCTC 6485	37	59203
Salmonella enterica subsp. enterica serotype mississippi	53	NCTC 6487	37	-1
Salmonella enterica subsp. enterica serotype javiana	N 140	NCTC 6495	37	-1
Staphylococcus aureus	Inhibitor	NCTC 6507	37	1280
Staphylococcus epidermidis	108/3	NCTC 6513	37	1282
Salmonella enterica subsp. enterica serotype grumpensis	6533 161 (Cob 220) 13, 23:d:1, 7	NCTC 6533	37	-1
Salmonella enterica subsp. enterica serotype weltevreden	147 (15773)	NCTC 6534	37	-1
Clostridium tetani	8491 (a)	NCTC 6547	37	1513
Staphylococcus aureus	Heatley Oxford	NCTC 6571	37	1280
Hafnia alvei	Cadaveris	NCTC 6578	37	569
Vibrio cholerae	Subamma	NCTC 6585	37	666
Salmonella enterica subsp. enterica serotype adelaide	Edwards (CN 1430)	NCTC 6586	37	-1
Salmonella enterica subsp. enterica serotype claibornei	Edwards (JT 151)	NCTC 6587	37	-1
Salmonella enterica subsp. enterica serotype concord	Cal 523	NCTC 6588	37	-1
Salmonella enterica subsp. enterica serotype pomona	6589 Cal 404 28:y:1, 7	NCTC 6589	37	-1
Salmonella enterica subsp. enterica serotype inverness	Fla C 2382	NCTC 6591	37	-1
Salmonella enterica subsp. enterica serotype thompson	D 19970	NCTC 6592	37	-1
Salmonella enterica subsp. enterica serotype enteritidis	Harke Ram	NCTC 6676	37	-1
Lactococcus lactis subsp. lactis	O J	NCTC 6681	37	1360
Clostridium novyi	RB 977	NCTC 6687	37	1542
Burkholderia pseudomallei	Haigh 11787	NCTC 6700	37	28450
Salmonella enterica subsp. enterica serotype infantis	Conn 2076	NCTC 6703	37	-1
Salmonella enterica subsp. enterica serotype newport	6704 Conn 214 6, 8:e, h:1, 2	NCTC 6704	37	-1
Salmonella enterica subsp. enterica serotype lomalinda	174	NCTC 6705	37	-1
Clostridium perfringens	A 118	NCTC 6719	37	1502
Clostridium novyi	Denecke	NCTC 6736	37	1542
Clostridium novyi	Benson	NCTC 6737	37	1542
Clostridium novyi	Hennessy	NCTC 6738	37	1542
Pseudomonas aeruginosa	Radlett	NCTC 6749	37	287
Pseudomonas aeruginosa	Radlett Feb	NCTC 6750	37	287
Pseudomonas aeruginosa	Radlett	NCTC 6751	30	287
Salmonella enterica subsp. enterica	6754 Gard (JT 182) 4, 5, 12:y:1, 2	NCTC 6754	37	59201
Salmonella enterica subsp. enterica serotype heves	Gard (CN 1432)	NCTC 6755	37	-1
Salmonella enterica subsp. enterica serotype schwarzengrund	6756 Gard (CN 1428) 1, 4, 12, 27:d:1, 7	NCTC 6756	37	-1
Salmonella enterica subsp. enterica serotype solt	6757 Sven Gard 11:y:1, 5	NCTC 6757	37	-1
Salmonella enterica subsp. enterica serotype sundsvall	Sven Gard	NCTC 6758	37	-1
Salmonella enterica subsp. enterica serotype taksony	6759 Alpha (CN 1423) 1, 3, 19:i:z6	NCTC 6759	37	-1
Nocardia asteroides	Conant	NCTC 6761	37	1824
Shigella dysenteriae	Bucharest Smooth	NCTC 6781	37	622
Clostridium bifermentans	A 189 Ad	NCTC 6800	37	-1
Clostridium bifermentans	A 190a	NCTC 6801	37	-1
Salmonella enterica subsp. enterica serotype hartford	Faithful (S 44)	NCTC 6802	37	-1
Bacillus licheniformis	Glaxo 417	NCTC 6816	37	1402
Neisseria gonorrhoeae	Gono 4	NCTC 6820	37	485
Actinomyces israelii	Burnett	NCTC 6826	37	1659
Actinomyces israelii	Goldberg	NCTC 6827	37	1659
Actinomyces israelii	Ratcliffe	NCTC 6830	37	1659
Actinomyces israelii	West	NCTC 6831	37	1659
Salmonella enterica subsp. enterica serotype georgia	6849 176 6, 7:b:e, n, z15	NCTC 6849	37	-1
Salmonella enterica subsp. enterica serotype papuana	177 (N 158)	NCTC 6850	37	-1
Salmonella enterica subsp. enterica serotype champaign	Illinois 268 (ATCC 9779, CN 4092)	NCTC 6851	37	-1
Salmonella enterica subsp. enterica serotype panama	186	NCTC 6852	37	-1
Salmonella enterica subsp. enterica serotype napoli	6853 417 (187) 9, 12:l, z13:e, n, x	NCTC 6853	37	-1
Clostridium bifermentans	A 506	NCTC 6927	37	-1
Clostridium bifermentans	A 127a	NCTC 6928	37	-1
Clostridium bifermentans	A 112	NCTC 6929	37	-1
Providencia rustigianii	50	NCTC 6932	37	158850
Providencia rustigianii	53028	NCTC 6933	37	158850
Providencia rustigianii	58511	NCTC 6934	37	158850
Salmonella enterica subsp. enterica serotype pensacola	6946 Edwards 9, 12:m, t:-	NCTC 6946	37	-1
Salmonella sp.	Edwards	NCTC 6947	37	-1
Salmonella enterica subsp. salamae serotype canastel	Edwards	NCTC 6948	37	-1
Salmonella enterica subsp. enterica serotype horsham	Taylor	NCTC 6949	37	-1
Salmonella enterica subsp. enterica serotype typhi	Osteomyelitis	NCTC 6964	37	-1
Staphylococcus aureus	133	NCTC 6966	37	1280
Mycobacterium marinum	Neon tetra 1	NCTC 7010	30	1781
Micrococcus luteus	Hutner 2	NCTC 7011	37	1270
Mycobacterium tuberculosis	H 37	NCTC 7016	37	1773
Mycobacterium smegmatis	ATCC 607	NCTC 7017	37	-1
Streptococcus equi	Collett	NCTC 7022	37	1336
Streptococcus equi subsp. zooepidemicus	S 34	NCTC 7023	37	40041
Salmonella enterica subsp. enterica serotype norwich	JT 129	NCTC 7077	37	-1
Aneurinibacillus migulanus	Gramicidin S strain	NCTC 7096	37	47500
Salmonella enterica subsp. enterica serotype cubana	Edwards 207	NCTC 7101	37	-1
Salmonella enterica subsp. enterica serotype daytona	Edwards 205	NCTC 7102	37	-1
Salmonella enterica subsp. enterica serotype gatuni	Edwards	NCTC 7103	37	-1
Salmonella enterica subsp. enterica serotype senegal	7104 Edwards 206 11:r:1, 5	NCTC 7104	37	-1
Salmonella enterica subsp. enterica serotype luciana	7105 Edwards 204 11:a:e, n, z15	NCTC 7105	37	-1
Salmonella enterica subsp. enterica serotype richmond	7107 Edwards 203 6, 7:y:1, 2	NCTC 7107	37	-1
Salmonella enterica subsp. enterica serotype shoreditch	Edwards	NCTC 7108	37	-1
Salmonella enterica subsp. enterica serotype veneziana	Edwards 200	NCTC 7109	37	-1
Salmonella enterica subsp. enterica serotype miami	Edwards	NCTC 7112	37	-1
Staphylococcus aureus	CN 56 (Wood 46)	NCTC 7121	37	1280
Clostridium histolyticum	CN 949 (JS)	NCTC 7123	37	-1
Clostridium histolyticum	CN 920	NCTC 7124	37	-1
Streptococcus dysgalactiae subsp. equisimilis	Milne	NCTC 7136	37	119602
Janthinobacterium lividum	8	NCTC 7150	22	29581
Staphylococcus pseudintermedius	9505/46	NCTC 7151	37	283734
Escherichia coli	alpha Fairbrother	NCTC 7152	34	562
Clostridium clostridiiforme	132 Nobel	NCTC 7155	37	-1
Streptococcus sp.	nan	NCTC 7161	37	-1
Streptococcus sp.	nan	NCTC 7162	37	-1
Streptococcus sp.	nan	NCTC 7163	37	-1
Streptococcus sp.	nan	NCTC 7164	37	-1
Streptococcus sp.	nan	NCTC 7165	37	-1
Streptococcus sp.	nan	NCTC 7167	37	-1
Streptococcus sp.	nan	NCTC 7168	37	-1
Streptococcus sp.	nan	NCTC 7169	37	-1
Enterococcus hirae	nan	NCTC 7170	37	1354
Enterococcus faecium	Grumbach serotype 11	NCTC 7171	37	1352
Streptococcus sp.	nan	NCTC 7173	37	-1
Enterococcus faecium	Grumbach serotype 14	NCTC 7174	37	1352
Enterococcus hirae	nan	NCTC 7175	37	1354
Enterococcus faecium	Grumbach serotype 16	NCTC 7176	37	1352
Streptococcus sp.	nan	NCTC 7178	37	-1
Enterococcus casseliflavus	nan	NCTC 7179	37	37734
Streptococcus sp.	nan	NCTC 7180	37	-1
Lactococcus garvieae	Grumbach serotype 23	NCTC 7182	37	1363
Streptococcus sp.	nan	NCTC 7183	37	-1
Bacillus licheniformis	Glaxo 6	NCTC 7198	37	1402
Streptococcus dysgalactiae	H 46A	NCTC 7201	37	1334
Corynebacterium xerosis	Shaw	NCTC 7238	37	1725
Klebsiella pneumoniae sensu stricto	Klebsiella 41	NCTC 7242	37	-1
Corynebacterium amycolatum	D 98594	NCTC 7243	37	43765
Pseudomonas aeruginosa	American Cyanamid Co. 140	NCTC 7244	37	287
Acinetobacter baumannii	Bellairs	NCTC 7250	37	470
Staphylococcus aureus	Au 18 S	NCTC 7251	37	1280
Vibrio cholerae	Egypt 100	NCTC 7253	37	666
Vibrio cholerae	102 Egypt	NCTC 7254	37	666
Vibrio cholerae	Egypt 109	NCTC 7258	37	666
Vibrio cholerae	Egypt 117	NCTC 7260	37	666
Vibrio cholerae	Hikojima	NCTC 7270	37	666
Clostridium botulinum	Beans	NCTC 7273	37	1491
Kocuria rosea	SL 67	NCTC 7281	37	1275
Corynebacterium diphtheriae	Manchester 207	NCTC 7282	37	1717
Corynebacterium diphtheriae	Liverpool 28197	NCTC 7283	37	1717
Corynebacterium diphtheriae	Glasgow 14	NCTC 7284	37	1717
Corynebacterium diphtheriae	Watford 2619	NCTC 7285	37	1717
