Name	ncbiTaxID	Superkingdom	Phylum	Class	Order	Family	Ecosystem	Environment	Energy Source	Metabolism	Extended Metabolism	Ion for Chemiosmosis	Oxygen Requirement	Min. pH	Max. pH	Avg. Opt. pH	Min. Temp. (°C)	Max. Temp. (°C)	Temp	Pressure for Opt. Temp. (kpa)	Optimum Pressure (Mpa) 	Avg. Opt. salinity (%)	Note	Source	Additional_source	index	TaxID	Strain
Thermococcus marinus	187879	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic 	Chimney samples	Organoheterotroph	sulfur-reduction,proteinaceous metabolism	These strains were obligate anaerobic heterotrophs that utilized yeast extract, tryptone, and peptone as a carbon source for growth. Ten amino acids were essential for the growth of strain EJ1T, such as arginine, aspartic acid, isoleucine, leucine, methionine, phenylalanine, proline, threonine, tyrosine, and valine, while strain EJ2T was unable to grow on a mixture of amino acids. Elemental sulfur or cystine was required for EJ2T growth and was reduced to hydrogen sulfide. Rifampicin inhibited growth for both strains EJ1T and EJ2T. The G+C contents of the genomic DNA were 52.3 and 54.5 mol% for EJ1T and EJ2T, respectively		Anaerobe	4	8,5	6	55	95	88	200		0,02		https://link.springer.com/article/10.1007/s00792-004-0380-9 		53	187879	EJ1
Thermococcus radiotolerans	187880	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Basin	Organotroph	sulfur-reduction,proteinaceous metabolism	These strains were obligate anaerobic heterotrophs that utilized yeast extract, tryptone, and peptone as a carbon source for growth. Ten amino acids were essential for the growth of strain EJ1T, such as arginine, aspartic acid, isoleucine, leucine, methionine, phenylalanine, proline, threonine, tyrosine, and valine, while strain EJ2T was unable to grow on a mixture of amino acids. Elemental sulfur or cystine was required for EJ2T growth and was reduced to hydrogen sulfide. Rifampicin inhibited growth for both strains EJ1T and EJ2T. The G+C contents of the genomic DNA were 52.3 and 54.5 mol% for EJ1T and EJ2T, respectively		Anaerobe	5,5	8,5	6	55	95	88	200		0,02		https://link.springer.com/article/10.1007/s00792-004-0380-9 		54	187880	EJ2
Thermococcus nautili	195522	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal vent	Chemoorganotroph	sulfur-reduction,proteinaceous metabolism	It grew preferentially in the presence of elemental sulfur or cystine, which are reduced to H2S, on complex organic substrates such as yeast extract, tryptone, peptone, Casamino acids and casein. Slow growth was observed on starch and pyruvate.		Anaerobe	4	9	7	55	95	87,5	100		0,02	Formerly known as Thermococcus nautilus	https://pubmed.ncbi.nlm.nih.gov/24556637/	https://www.koreascience.or.kr/article/JAKO200604623665424.pdf	55	195522	30-1
Thermofilum pendens	368408	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Aquatic	Hot spring	Chemoorganoheterotroph	proteinaceous metabolism	The fraction alone was unable to support growth which required yeast extract or tryptone or gelatin. Sucrose (0.2 gil) caused a further stimulation but by itself could not replace the other carbon sources. Sulfur and H2S were required. Growth was accompanied by the consumption of sulfur and the formation of CO2 and H2S indicating that this organism, like Desulfurococcus, exists by sulfur respiration of peptides.	H+	Anaerobe	4	6,5	5,5	80	95	87,5	200				https://www.sciencedirect.com/science/article/abs/pii/S0723202083800356?via%3Dihub		56	368408	Hrk 5
Aquifex pyrophilus	2714	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquatic	Hydrothermal field	Chemolithoautotroph 	hydrogen-oxidation 	Molecular hydrogen, thiosulfate and elemental sulfur serve as electron donors and oxygen and nitrate as electron acceptors. Sulfuric acid formed from So and thiosulfate. H2S produced from So and H2•	H+	Facultative Anaerobe	5,4	7,5	6,8	67	95	85	250		0,03		https://www.sciencedirect.com/science/article/abs/pii/S0723202011802067		57	2714	
Aquifex aeolicus	224324	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	Aquatic	Hydrothermal field	Chemolithoautotroph 	hydrogen-oxidation 	 It feeds on molecular hydrogen, carbon dioxide, molecular oxygen, and mineral nutrients, releasing only water. Instead of H2, inorganic sulphur compounds can also be oxidized, up to sulphate		Microaerobe	5,4	7,5	6,8	67	95	85			0,03		https://www.microbiologyresearch.org/content/journal/micro/10.1099/mic.0.001010		58	224324	VF5
Sulfolobus tengchongensis	207809	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Aquatic	Hot spring	Lithotroph,Heterotroph	sulfur-oxidation,aerobic respiration	Strain RT8-4 is capable of utilizing tryptone, D-xylose, D-arabinose, D-galactose, maltose, sucrose, D-fructose, or L-glutamic acid as the sole source of carbon. D-Glucose and D-mannose are not utilized.		Aerobe	1,7	6,5	3,5	65	95	85	101				https://link.springer.com/article/10.1007/s00792-003-0355-2		59	207809	
Thermococcus barophilus	391623	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal vent	Organoheterotroph	sulfur-reduction,proteinaceous metabolism	utilized yeast extract, beef extract and peptone for growth. Growth was optimal in the presence of elemental sulfur. Rifampicin and chloramphenicol inhibited growth		Anaerobe	4,5	9,5	7	48	95	85	100	40	0,025		https://pubmed.ncbi.nlm.nih.gov/10319455/		60	391623	MP, DSM 11836
Thermogladius calderae	1184251	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aquatic	Caldera	Organoheterotroph	polysaccharide metabolism,proteinaceous metabolism	 Strain 1633T grew on yeast extract, beef extract, peptone, cellulose and cellobiose. No growth was detected on other sugars or carbohydrates, organic acids, or under autotrophic conditions. The only detected growth products were CO2, acetate, and H2. The growth rate was stimulated by elemental sulfur, which was reduced to hydrogen sulfide	?H+	Anaerobe	6,5	8,2	7,1	80	95	84			0,00125		https://pubmed.ncbi.nlm.nih.gov/26801582/		61	1184251	1633
Thermococcus gorgonarius	71997	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic 	Geothermal vent	Organoheterotroph	fermentation,sulfate-reduction	 obligate anaerobes, fermenting peptides in the case of strain W-12. Elemental sulfur is required for growth and is reduced to hydrogen sulfide. 		Anaerobe	5,8	8,5	6,85	68	95	84			0,027		https://pubmed.ncbi.nlm.nih.gov/9542072/	https://pubmed.ncbi.nlm.nih.gov/10772151/	62	71997	W-12
Thermococcus pacificus	71998	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic 	Geothermal vent	Organoheterotroph	fermentation,sulfate-reduction	 obligate anaerobes, fermenting peptides and starch in the case of P-4. Elemental sulfur is required for growth and is reduced to hydrogen sulfide. 		Anaerobe	6	8	6,5	70	95	84			0,027		https://pubmed.ncbi.nlm.nih.gov/9542072/		63	71998	P-4
Thermococcus henrietii	2016361	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal vent	Chemoorganoheterotroph	sulfur-reduction	grew chemoorganoheterotrophically on complex proteinaceous substrates. Its growth was highly stimulated by the presence of elemental sulphur or l-cystine, which were reduced to hydrogen sulfide		Anaerobe	6	7,5	6,75	60	95	82,5		30	0,02		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.004895		64	2016361	
Thermococcus sp	246969	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal vent	Chemolithotroph	fermentation	Grew under CO in gas phase. Strain AM4 did not grow in medium 1 with 0.05, or 0.1, or 1.0 g l)1 of yeast extract without CO in the gas phase under N2 atmosphere. Strain AM4 was able to grow in the same medium supplemented with 10 g l)1 of S0 under N2 atmosphere with 1 g l)1 of yeast extract or soybean extract or peptone.		Anaerobe			6,8	45	95	82	150				https://pubmed.ncbi.nlm.nih.gov/15164268/		65	246969	AM4
Sulfolobus yangmingensis	73007	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Aquatic	Hydrothermal vent	Chemolithoautotroph	sulfur-oxidation,aerobic respiration	 utilizes sugars and amino acids effectively as sole carbon sources, that grows on elemental sulfur and reduced sulfur compounds. 		Aerobe	2	6	4	65	95	80	101				https://www.microbiologyresearch.org/docserver/fulltext/ijsem/49/4/ijs-49-4-1809.pdf?expires=1614094745&id=id&accname=guest&checksum=4146CDB7D78FC54041324E9EA87250AD		66	73007	YM1
Thermococcus prieurii	1128108	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal vent	Chemoorganoheterotroph	fermentation,sulfur-reduction	The novel isolate grew by fermentation or sulphur respiration on a variety of organic compounds. It was a chemoorganoheterotrophic archaeon growing preferentially with yeast extract, peptone and tryptone as carbon and energy sources and sulphur and organic compounds as electron acceptors; it also grew on maltose and starch. Sulphur or l-cystine were required for growth and were reduced to hydrogen sulfide. 		Anaerobe	4	8	7	60	95	80			0,02		https://pubmed.ncbi.nlm.nih.gov/23355695/		67	1128108	
Thermofilum adornatus	1365176	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Aquatic	Hot spring	Chemoorganoheterotroph	polysaccharide metabolism,proteinaceous metabolism	 It grows chemoorganoheterotrophically on peptone, yeast extract, AMC, microcrystalline cellulose (Avicel), β-glucan, starch, cellobiose, glucose, lactose, mannose and pyruvate. It does not utilize tryptone, casein, α-cellulose, CMC, lichenan, gelatin, chitin, chitosan, xylan, keratin, mannan, glucomannan, glycerol, sucrose, maltose, xylose, and arabinose.	?H+	Anaerobe	5,3	8,5	5,75	50	95	80			0		https://www.frontiersin.org/articles/10.3389/fmicb.2019.02972/full		68	1365176	1910b
Acidianus hospitalis	933801	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Aquatic		Chemolithoautotroph,Heterotroph			H+	Facultative Anaerobe	2	4		65	95		101				https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3119797/		69	933801	W1
Thermococcus waimanguensis	87734	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Thermal lake	Chemoorganotroph				Anaerobe				70	95						http://rcn.montana.edu/organisms/Detail.aspx?id=1212		70	87734	
Thermococcus aggregans	110163	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal vent	Chemoorganotroph	fermentation,sulfate-reduction	a mixed organic acid fermentation from proteinaceous substrates; however, acetate was the sole organic acid produced from carbohydrate fermentation		Anaerobe	5,6	7,9	7	60	94	88	275	20	0,025		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-48-4-1181	https://pubmed.ncbi.nlm.nih.gov/8588740/	71	110163	TY
Thermococcus cleftensis	163003	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal vent	Organoheterotroph	sulfur-reduction,disaccharide metabolism,proteinaceous metabolism	S is not essential for growth, but significantly stimulates growth. Hydrogen (.2 mM) is produced in the absence of sulfur. Heterotrophic growth occurs on complex proteinaceous substrates (yeast extract, tryptone and casein), maltose, cellobiose and a mixture of 20 amino acids when vitamins are present. Yeast extract (0.01 %, w/v) and vitamins are required for growth.		Anaerobe			6,7	55	94	88	101				https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.066100-0		72	163003	CL1
Thermococcus thioreducens	277988	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal vent	Organoheterotroph	sulfur-reduction	Obligately dependent upon elemental sulfur. Catalase-negative. Grows with peptone, bacto-tryptone, Casamino acids and yeast extract as electron donors, but no growth on d-glucose, fructose, maltose, sucrose, d-mannitol, glycerol, methanol, ethanol, butyrate, propionate, acetate, formate, lactate, pyruvate, citrate or amino acids. Thiosulfate, sulfite, sulfate, Fe(III) and nitrate cannot support growth as electron acceptors. 		Anaerobe	5	8,5	7	55	94	84	101		0,03		https://pubmed.ncbi.nlm.nih.gov/17625204/		73	277988	
Pyrobaculum yellowstonensis sp	1227555	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Aquatic	Hot spring	Chemoorganoheterotroph	sulfur-reduction,proteinaceous metabolism	Strain WP30 requires components in yeast extract (or amino acids) as a carbon and energy source and elemental sulfur and/or arsenate as an electron acceptor. chemoorganoheterotroph and requires elemental sulfur and/or arsenate as an electron acceptor. Growth in the presence of elemental sulfur and arsenate resulted in the formation of thioarsenates and polysulfides		Anaerobe	3,6	9	6,1	60	94	78					https://onlinelibrary.wiley.com/doi/epdf/10.1111/gbi.12015		74	1227555	WP30
Thermococcus stetteri	49900	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Solfataric field	Chemoorganotroph	sulfur-reduction	No growth without elemental sulfur. The energy substrates utilized are peptone, casein hydrolysate, trypticase, starch, and pectin. Produces H2S, CO2, acetate, isobutyrate and isovalerate. No growth on free amino acids, glucose, maltose, sucrose, cellulose, ethanol, methanol, acetate, propionate, and H2/C02•		Anaerobe	5,7	7,2	6,5	55	94	75			0,025		https://www.sciencedirect.com/science/article/abs/pii/S0723202089800712		75	49900	
Thermococcus celer	2264	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Solfataric waters	Chemoorganotroph	sulfate-reduction	utilizes peptides and protein, which are oxidized to CO(2) by sulfur respiration		Anaerobe			5,8		93	88	101	22	0,0038		https://www.sciencedirect.com/science/article/abs/pii/S0723202083800368		76	2264	
Desulfurococcus mucosus	765177	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aquatic 	Hot spring (Acidic)	Organotroph	sulfate-reduction			Anaerobe	4,5	7	6	76	93	85	101		0		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4711178/		77	765177	07/1, DSM 2162
Saccharolobus caldissimus	1702097	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Aquatic	Hot spring	Chemolithotroph	iron-reduction,polysaccharide metabolism, proteinaceous metabolism	Heterotrophic growth occurs on following complex substrates (yeast extract, peptone, tryptone, casamino acids) and sugars (starch, sucrose, lactose, maltose, raffinose, D-glucose, D-galactose, D-mannose, D-arabinose and L-arabinose). Chemolithotrophic growth occurs on pyrite (FeS2 ) but not on elemental sulfur, K2S4O6 , and oxidation of hydrogen		Facultative Anaerobe	1,5	6	3	60	93	85	200				https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.002665#tab2		78	1702097	HS-3
Pyrococcus chitonophagus	54262	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal vent	Organotroph	fermentation	using chitin, yeast extract, meat extract, and peptone for growth. Chitin was fermented to H2, CO 2, NH 3, acetate, and formate. H2S was formed in the presence of sulfur		Anaerobe	3,5	9	6,7	60	93	85	300	23	0,02	formerly Thermococcus chitonophagus	https://link.springer.com/article/10.1007/BF02529959		79	54262	DSM 10152
Thermococcus acidaminovorans	71280	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal field	Heterotroph	proteinaceous metabolism	 grows heterotrophically on defined amino acids and complex organic substrates such as casamino acids, yeast extract, peptone, meat extract, tryptone, and casein. Polysulfide and elemental sulfur are reduced to H2S. In the absence of polysulfide or elemental sulfur, the isolate grows at a significantly reduced rate. Growth is not influenced by the presence of H2.		Anaerobe	5	9,5	9	56	93	85	200		0,025		https://pubmed.ncbi.nlm.nih.gov/9672685/		80	71280	
Thermococcus siculi	72803	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Aquatic	Hydrothermal vent	Organotroph	sulfur-reduction,proteinaceous metabolism	Utilizes yeast extract, tryptone, peptone, and casein. Sulfur is not required for growth but significantly stimulates growth. Cystine supports rapid growth and is able to substitute elemental sulfur.		Anaerobe	5	9	7	50	93	85	100		0,02		https://pubmed.ncbi.nlm.nih.gov/10086845/		81	72803	RG-20
Thermogladius shockii	477696	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aquatic	Hot spring	Organoheterotroph	fermentation	Species is capable of fermenting yeast, peptone, tryptone, beef extract, and casein	?H+	Anaerobe	3,5	8,5	5,5	64	93	84	300		0,0023		https://pubmed.ncbi.nlm.nih.gov/20978744/		82	477696	
Methanocaldococcus sp	644281	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Aquatic	Hydrothermal vent	Autotroph,Lithotroph	methanogenesis 		Na+	Anaerobe	4,5	6,5		70	92	90				This strain is notable for fixing nitrogen at the highest known temperature of nitrogen fixers recorded to date	https://www.microbiologyresearch.org/docserver/fulltext/ijsem/65/4/1280_ijs000097.pdf?expires=1609887066&id=id&accname=guest&checksum=272436DE1E080BDD49BFBBC10D6C424F		83	644281	FS406-22 
Acidilobus aceticus	105851	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Aquatic	Hot spring	Lithotroph	fermentation	It fermented starch, forming acetate as the main growth product. Other growth substrates were yeast extract, beef extract and soya extract. Growth on yeast extract, beef extract and soya extract was stimulated by elemental sulfur, which was reduced to H2S. Acetate, arabinose, cellulose, formate, fructose, galactose, glucose, glycine, guar gum, lichenan, malate, maltose, methanol, pectin, pyruvate, propionate, xylan, xylose or a mixture of amino acids failed to support growth both in the presence and the absence of sulfur. When starch was used as the growth substrate, yeast extract (100 mg/l) was required as a growth factor. 		Anaerobe	2	6	3,8	60	92	85					https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-50-6-2001#tab2		84	105851	
