Source_ID	Name	Temp	ncbiTaxID
26876T	Neisseria gonorrhoeae	37	485
26877T	Neisseria mucosa	30-37	488
26767T	Proteus mirabilis	37	584
26769T	Raoultella ornithinolytica	30-37	54291
26678T	Bacillus mycoides	30-37	1405
26647T	Azorhizobium caulinodans	30	7
26456T	Gallibacterium anatis	37	750
26329T	Yersinia bercovieri	30-37	634
26241T	Geobacillus stearothermophilus	55	1422
26017T	Hydrogenibacillus schlegelii	65	1484
25942T	Aeromonas eucrenophila	30-37	649
25928T	Porphyromonas gingivalis	37	837
25893T	Porphyromonas gingivalis	37	837
25894T	Lelliottia nimipressuralis	30	69220
25715T	Helicobacter mustelae	42	217
25716T	Haemophilus aegyptius	37	197575
25735T	Streptococcus sobrinus	37	1310
25588T	Enterobacter asburiae	37	61645
25348T	Staphylococcus lugdunensis	37	28035
25351T	Staphylococcus schleiferi	37	1295
25232T	Pantoea dispersa	24-35	59814
24890T	Streptococcus downei	37	1317
24862T	Actinobacillus arthritidis	37	157339
24716T	Falcivibrio vaginalis	37	144178
24695T	Ochrobactrum anthropi	26-37	529
24610T	Bifidobacterium cuniculi	37	1688
24567T	Campylobacter jejuni subsp. doylei	37-42	32021
24229T	Pityrosporum ovale	30-37	55194
24088T	Cellulomonas uda	22-42	1714
24035T	Clostridium cadaveris	37	1529
24038T	Clostridium ramosum	37	1547
24040T	Staphylococcus saccharolyticus	37	33028
23945T	Haemophilus influenzae	37	727
23947T	Campylobacter lari	30	201
23886T	Arthrobacter crystallopoietes	37	37928
23888T	Arthrobacter histidinolovorans	22-37	43664
23893T	Brevibacterium iodinum	30	31943
23929T	Neisseria sicca	37	490
23930T	Neisseria subflava	37	28449
23840T	Arthrobacter citreus	22-37	1670
23842T	Arthrobacter nicotianae	26	37929
23843T	Arthrobacter pascens	22-30	1677
23848T	Curtobacterium luteum	30	33881
23365T	Pseudomonas agarici	30	46677
23367T	Pseudomonas corrugata	28	47879
23368T	Burkholderia plantarii	28	41899
23372T	Xanthomonas fragariae	22-30	48664
23255T	Streptococcus equi subsp. equi	37	148942
22894T	Hydrogenophaga flava	28	65657
15598T	Mammaliicoccus sciuri	37	1296
22400T	Chryseobacterium lactis	30	1241981
21975T	Acidovorax cattleyae	28	80868
21976T	Xylophilus ampelinus	24	54067
21953T	Lactococcus lactis subsp. cremoris	37	1359
21957T	Streptococcus thermophilus	37-42	1308
21965T	Leuconostoc mesenteroides subsp. cremoris	30	33965
21927T	Clostridium colinum	37	36835
21841T	Clostridium subterminale	37	1550
21558T	Anaerobiospirillum succiniciproducens	37	13335
21452T	Lacticaseibacillus rhamnosus	37	47715
21054 AT	Odoribacter splanchnicus	37	28118
21024T	Schaalia meyeri	37	52773
21025T	Dialister pneumosintes	37	39950
21028 AT	Tannerella forsythia	37	28112
21001T	Mycobacterium senegalense	37	1796
21002T	Mycobacterium smegmatis	30-37	1772
21003T	Mycobacterium vaccae	37	1810
20989T	Gordonia bronchialis	37	2054
20992T	Mycobacterium avium subsp. avium	37	44454
20993T	Mycobacterium abscessus subsp. abscessus	37	36809
20995T	Mycobacterium gastri	37	1777
20997T	Mycobacterium kansasii	37	1768
20998T	Mycobacterium marinum	30	1781
20999T	Mycobacterium parafortuitum	37	39692
21000T	Mycobacterium phlei	30-37	1771
20962T	Rothia mucilaginosa	37	43675
20536T	Schaalia odontolytica	37	1660
20495T	Prevotella zoogleoformans	37	28119
20446 BT	Campylobacter rectus	37	203
20071T	Mobiluncus mulieris	37	2052
19802T	Pasteurella testudinis	37	761
19794T	Pasteurella oralis	37	1071947
19700T	Francisella philomiragia	37	28110
18122T	Acetobacter aceti	30	435
18124T	Gluconacetobacter liquefaciens	30	89584
19206T	Actinobaculum suis	37	1657
15526T	Listeria monocytogenes	37	1639
19114T	Vibrio diazotrophicus	30-37	685
19115 AT	Vibrio cincinnatiensis	25-30	675
15528T	Listeria ivanovii subsp. ivanovii	37	202751
15529T	Listeria welshimeri	30	1643
19095T	Acinetobacter johnsonii	28-37	40214
19096T	Acinetobacter baumannii	30-37	470
15532T	Jonesia denitrificans	37	43674
19040T	Vibrio mediterranei	30	689
18920T	Clostridium lituseburense	37	1537
18818T	Helicobacter cinaedi	37	213
18820T	Helicobacter fennelliae	37	215
18763T	Cedecea neteri	30	158822
18767T	Kluyvera cryocrescens	30	580
18769T	Proteus myxofaciens	30-37	184072
18770T	Yersinia aldovae	30	29483
18656T	Enterococcus mundtii	37	53346
18657T	Enterococcus casseliflavus	30	37734
18363T	Bifidobacterium adolescentis	37	1680
18364T	Bifidobacterium bifidum	37	1681
18365T	Bifidobacterium breve	37	1685
18367T	Bifidobacterium dentium	37	1689
18307T	Actinomyces israelii	37	1659
18310T	Actinomyces naeslundii	37	1655
18158T	Corynebacterium urealyticum	37	43771
18126T	Acetobacter orleanensis	25-30	104099
18132T	Gluconobacter oxydans	30	442
18030T	Neisseria polysaccharea	37	489
17977T	Pasteurella multocida subsp. septica	37	115545
17978T	Pasteurella multocida subsp. gallicida	37	123812
17933T	Pseudomonas citronellolis	30	53408
17912T	Zymomonas mobilis subsp. pomaceae	28	120044
17913T	Neisseria flavescens	37	484
17915T	Neisseria perflava	37	33053
17859T	Rhodospirillum rubrum	30	1085
17801T	Arcobacter cryaerophilus	30	28198
17757T	Arthrobacter oxydans	30-37	1671
30873T	Bordetella pertussis	37	520
17639T	Peptoniphilus indolicus	37	33030
17378T	Bifidobacterium dentium	37	1689
17392T	Herbaspirillum rubrisubalbicans	30	80842
17206T	Rodentibacter rarus	37	1908260
16791T	Enterocloster clostridioformis	37	1531
16793T	Eubacterium limosum	37	1736
16442T	Porphyromonas endodontalis	37	28124
16482T	Methylobacterium mesophilicum	25-30	39956
16446T	Providencia heimbachae	37	333962
15996T	Eubacterium nodatum	37	35518
16414T	Legionella oakridgensis	37	29423
16415T	Legionella wadsworthii	37	28088
16417T	Legionella feeleii	37	453
16001T	Oceanomonas doudoroffii	26	84158
16007T	Marinobacter nauticus	30	2743
16021T	Marinobacterium stanieri	26	49186
16063T	Halomonas venusta	26-30	44935
16075T	Deleya cupida	30	44933
16090T	Cobetia marina	25-28	28258
16097T	Shewanella hanedai	15	25
16128T	Alteromonas macleodii	22-30	28108
16147T	Pseudoalteromonas espejiana	30	28107
16300T	Photobacterium angustum	30	661
16315T	Vibrio alginolyticus	37	663
16394T	Vibrio vulnificus	30	672
16398T	Listonella pelagia	26-30	28169
20302T	Vibrio proteolyticus	30	671
20305T	Salinivibrio costicola subsp. costicola	30	149710
15941T	Clostridium sporogenes	37	1509
15893T	Arcobacter nitrofigilis	25	28199
15815 BT	Helicobacter pylori	37	210
15836T	Acidovorax oryzae	30	862720
15841T	Rubrivivax gelatinosus	25	28068
15845T	Comamonas aquatica	30-37	225991
15846T	Curvibacter delicatus	30	80879
15714T	Escherichia hermannii	30	565
15715T	Pseudescherichia vulneris	30-37	566
15716T	Kluyvera ascorbata	30	51288
15717T	Klebsiella oxytoca	37	571
15601T	Staphylococcus auricularis	37	29379
15605T	Staphylococcus carnosus	37	1281
15606T	Macrococcus caseolyticus	26	69966
15557T	Prevotella buccalis	37	28127
15561T	Gemella morbillorum	37	29391
15563T	Gallibacterium anatis	37	750
15564T	Gallibacterium salpingitidis	37	505341
15419T	Bacteroides pyogenes	37	310300
15421T	Bacteroides helcogenes	37	290053
15422T	Prevotella veroralis	37	28137
15401T	Prevotella buccae	37	28126
15402 AT	Pseudoflavonifractor capillosus	37	106588
15405T	Prevotella oris	37	28135
15408T	Prevotella oralis	37	28134
15327T	Comamonas terrigena	30-37	32013
15333T	Comamonas kerstersii	30-37	225992
15657T	Vibrio parahaemolyticus	30-35	670
14913T	Campylobacter upsaliensis	37	28080
14832T	Flavobacterium flevense	30	983
14551T	Aeromonas hydrophila subsp. hydrophila	30-37	196023
14555T	Chryseobacterium gleum	37	250
14556T	Chryseobacterium indologenes	30-37	253
14557T	Pluralibacter gergoviae	30	61647
14558T	Cronobacter sakazakii	30	28141
14540T	Campylobacter coli	37	195
14506T	Ewingella americana	37	41202
14510T	Serratia proteamaculans subsp. proteamaculans	30	28151
14474T	Vibrio parahaemolyticus	30	670
14475T	Fusobacterium mortiferum	37	850
14476T	Actinomyces viscosus	37	1656
14483T	Chryseobacterium indologenes	37	253
14272T	Ralstonia solanacearum	28	305
14279T	Pseudomonas syringae	26	317
14218T	Moraxella equi	37	60442
14182T	Lelliottia amnigena	37	61646
14183T	Kluyvera intermedia	37	61648
14185T	Rahnella aquatilis	30-37	34038
14187T	Serratia proteamaculans subsp. quinovora	30	137545
14189T	Xenorhabdus nematophila	37	628
14190T	Yersinia ruckeri	26	29486
14169T	Campylobacter hyointestinalis subsp. hyointestinalis	37	91352
13724T	Cupriavidus metallidurans	28	119219
13726T	Bordetella avium	37	521
13793T	Aquaspirillum dispar	30	57480
13795T	Aquaspirillum peregrinum subsp. peregrinum	30	80876
13622T	Vibrio fluvialis	37	676
13624T	Vibrio mimicus	30-37	674
13463T	Oligella urethralis	37	90245
13448T	Vibrio vulnificus	37	672
13450T	Aliivibrio fischeri	26	668
13452 DT	Shewanella putrefaciens	30-37	24
13398T	Legionella pneumophila subsp. fraseri	37	91892
13226T	Burkholderia cepacia	28-37	292
13224T	Sphingobacterium spiritivorum	30-37	258
13227T	Aggregatibacter actinomycetemcomitans	37	714
13229T	Streptococcus oralis	37	1303
13625T	Grimontia hollisae	30	673
13626T	Photobacterium damselae subsp. damselae	25	85581
14345T	Fusobacterium periodonticum	37	860
14453T	Aeromonas media	22	651
14830T	Aeromonas sobria	30	646
13144T	Campylobacter concisus	37	199
13146T	Campylobacter curvus	37	200
12835T	Avibacterium paragallinarum	37	728
12836T	Haemophilus parainfluenzae	37	729
12808T	Herbaspirillum autotrophicum	25-30	180195
12809T	Flexibacter filiformis	30	104663
12690T	Pseudomonas putida	30-37	303
12691T	Burkholderia cepacia	37	292
12536T	Pseudomonas azotoformans	22-30	47878
12538T	Pseudomonas nitroreducens	22-42	46680
12539T	Pseudomonas straminea	30-37	47882
12507T	Cupriavidus pauculus	30	82633
12391T	Avibacterium gallinarum	37	755
12400T	Pasteurella canis	37	753
12370T	Cedecea davisae	37	158484
11877T	Streptococcus mutans	37	1309
11779T	Acidovorax temperans	30-37	80878
11733T	Faecalicoccus pleomorphus	37	1323
11732T	Salmonella enterica subsp. enterica	37	59201
11736T	Sphingobacterium multivorum	30-37	28454
11283T	Campylobacter coli	37	195
11284T	Campylobacter jejuni subsp. jejuni	37-42	32022
11289T	Campylobacter sputorum subsp. bubulus	37	32023
11291T	Yersinia enterocolitica subsp. enterocolitica	30	150052
11293T	Yersinia frederiksenii	30-37	29484
10787T	Aggregatibacter segnis	37	739
10774T	Bacteroides thetaiotaomicron	37	818
11110T	Streptomyces coelicolor	26	1902
11294T	Yersinia kristensenii	30-37	28152
11624T	Actinobacillus suis	37	716
11627T	Neisseria animaloris	37	326522
11628T	Neisseria zoodegmatis	37	326523
10374T	Arcobacter skirrowii	30	1032239
10109T	Nocardia farcinica	37-42	37329
10075T	Nocardia otitidiscaviarum	37	1823
9995T	Pasteurella aerogenes	37	749
9996T	Acidaminococcus fermentans	37	905
9988T	Peptoniphilus asaccharolyticus	37	1258
9989T	Staphylococcus saccharolyticus	37	33028
9990T	Blautia producta	37	33035
9728T	Campylobacter sputorum bv sputorum	37	206
9714T	Capnocytophaga sputigena	37	1019
9708T	Psychrobacter immobilis	22-30	498
9557T	Prevotella bivia	37	28125
9559T	Bacteroides eggerthii	37	28111
9405T	Moraxella lincolnii	33-37	90241
9284T	Paeniclostridium sordellii	37	1505
9285T	Serratia liquefaciens	26-30	614
9286T	Serratia rubidaea	37	61652
9288T	Thermoactinomyces candidus	50	2026
9715T	Capnocytophaga gingivalis	37	1017
9716T	Capnocytophaga ochracea	37	1018
9126T	Fusobacterium nucleatum subsp. polymorphum	37	76857
8241T	Yersinia kristensenii	30-37	28152
7830T	Rhodopseudomonas viridis	30	1079
7832T	Halopseudomonas pertucinogena	30-37	86175
7833T	Lysobacter enzymogenes subsp. enzymogenes	30	69
7984T	Streptococcus suis	37	1307
7834T	Porphyromonas asaccharolytica	37	28123
7835T	Peptostreptococcus anaerobius	37	1261
7967T	Laceyella sacchari	50	37482
7412T	Bacillus badius	30-37	1455
7413T	Brevibacillus brevis	37	1393
7414T	Bacillus cereus	30-37	1396
7419T	Sporosarcina globispora	30	1459
7319T	Campylobacter ureolyticus	37	827
7323T	Staphylococcus haemolyticus	37	1283
7322T	Staphylococcus cohnii	37	29382
7324T	Staphylococcus xylosus	37	1288
7325T	Staphylococcus warneri	37	1292
7326T	Staphylococcus capitis subsp. capitis	37	72758
7327 AT	Staphylococcus simulans	37	1286
7417T	Weizmannia coagulans	37	1398
7422T	Bacillus licheniformis	37	1402
7423T	Paenibacillus macerans	37	44252
7425T	Sporosarcina pasteurii	30	1474
7431T	Burkholderia glathei	30	60547
6822T	Campylobacter mucosalis	37	202
6823 AT	Campylobacter fetus subsp. fetus	37	32019
7416T	Niallia circulans	30-37	1397
7428T	Lysinibacillus sphaericus	30-37	1421
6508 AT	Neisseria elongata subsp. glycolytica	37	88719
6519T	Streptococcus mutans	37	1309
5855T	Yersinia pseudotuberculosis	30-37	633
6415T	Moraxella atlantae	37	34059
6463T	Staphylococcus cohnii	37	29382
6322T	Salmonella enterica subsp. arizonae	30	59203
6323T	Enterobacter cloacae	26-37	550
6325T	Providencia alcalifaciens	30-37	126385
5914T	Prevotella loescheii	37	840
5866T	Stenotrophomonas maltophilia	37	40324
5913T	Saccharomonospora viridis	50	1852
5917T	Lactobacillus acidophilus	30	1579
5856T	Megamonas hypermegale	37	158847
5858T	Micrococcus luteus	30	1270
5123T	Veillonella parvula	37	29466
4982T	Psychrobacter urativorans	22	45610
4983T	Listeria grayi	37	1641
4938T	Clostridium difficile	37	1496
4939T	Arachnia propionica	37	1750
4940T	Phocaeicola vulgatus	37	821
4941T	Parabacteroides distasonis	37	823
4942T	Bacteroides uniformis	37	820
4943T	Bacteroides ovatus	37	28116
4944 BT	Prevotella melaninogenica	37	28132
4949T	Fusobacterium necrogenes	37	858
4950T	Moraxella equi	35	60442
9994T	Fusobacterium necrophorum subsp. necrophorum	37	143388
4854T	Clostridium histolyticum	37	1498
4855T	Clostridium septicum	37	1504
4856T	Bacteroides fragilis	37	817
4860T	Citrobacter amalonaticus	37	35703
4438T	Haemophilus ducreyi	33	730
4441T	Moraxella lacunata	30	477
4311T	Aerococcus viridans	30-42	1377
4312T	Kocuria rosea	26	1275
4319T	Staphylococcus chromogenes	37	46126
4217T	Clostridium butyricum	37	1492
4219T	Clostridium tertium	37	1559
4220T	Clostridium tetani	37	1513
4007T	Neisseria weaveri	30-42	28091
3710T	Alysiella filiformis	37	194196
3716T	Haemophilus parahaemolyticus	37	735
3715T	Aggregatibacter aphrophilus	37	732
4208T	Streptococcus agalactiae	37	1311
3717T	Gardnerella vaginalis	37	2702
3354T	Rhizobium radiobacter	37	1336745
3318T	Ralstonia pickettii	30-37	329
3269T	Neisseria meningitidis	37	487
2705T	Corynebacterium bovis	37	36808
2708T	Corynebacterium ulcerans	37	65058
2806T	Corynebacterium pseudotuberculosis	37	1719
2469T	Streptobacillus moniliformis	37	34105
2345 AT	Pseudoalteromonas atlantica	30	288
2130 AT	Neisseria elongata subsp. elongata	37	214482
2133T	Moraxella bovis	37	476
2156T	Neisseria cinerea	37	483
2344T	Janthinobacterium lividum	-26	29581
12534 CT	Rhizobium rhizogenes	20	1220581
2113T	Acidovorax facilis	30	12917
2114T	Paucimonas lemoignei	30	29443
2078T	Obesumbacterium proteus	30	82983
2079T	Myxococcus xanthus	30	34
2084T	Methylorubrum extorquens	30	408
2092T	Aquaspirillum serpens	25-33	190
2473T	Pseudomonas resinovorans	22-42	53412
2870T	Sphingomonas echinoides	-30	59803
3365T	Pseudomonas boreopolis	30	86183
3368T	Pseudomonas pictorum	28-37	86184
1816T	Lederbergia lenta	30-37	1467
1817T	Priestia megaterium	30-42	1404
1823T	Pseudomonas pictorum	28	86184
1794T	Cutibacterium acnes	37	1747
1795T	Clostridium perfringens	37	1502
1777T	Variovorax paradoxus	30	34073
1781T	Pseudomonas mendocina	30-37	300
1782T	Burkholderia gladioli	28-37	28095
1647T	Serratia marcescens	30-37	615
1465 AT	Oligella ureolytica	37	90244
2139T	Actinobacillus ureae	37	723
1424T	Pseudomonas mucidolens	30	46679
1425 AT	Pseudomonas alcaligenes	30-37	43263
1253T	Pseudomonas fluorescens	28-30	294
724T	Achromobacter piechaudii	30-37	72556
552 BT	Pseudomonas chlororaphis subsp. chlororaphis	30-37	333
712T	Pseudomonas chlororaphis subsp. aureofaciens	28	587851
558T	Pseudomonas denitrificans	30-37	43306
560T	Pseudomonas taetrolens	28	47884
413T	Bordetella parapertussis	37	519
355T	Moraxella caviae	37	34060
348T	Moraxella nonliquefaciens	37	478
352T	Kingella kingae	37	504
410T	Plesiomonas shigelloides	37	703
418T	Citrobacter freundii	37	546
219T	Bordetella bronchiseptica	37	518
225T	Klebsiella pneumoniae subsp. pneumoniae	37	72407
24T	Escherichia coli	30-37	562
