Name	Strain	Temp	Source_ID	ncbiTaxID	Genome
Vibrio cholerae	TK 17481	30	CECT 654	666	
Vibrio cholerae	D-17642	30	CECT 655	666	
Vibrio cholerae	TK 17121	30	CECT 656	666	
Vibrio cholerae	TK 17599	30	CECT 657	666	
Vibrio cholerae	M-17153	30	CECT 658	666	
Vibrio cholerae	M-17151	30	CECT 659	666	
Escherichia coli	NCTC 50504	37	CECT 663	562	
Escherichia coli	NCTC 50237	37	CECT 670	562	
Escherichia coli	DH5 alpha YCplac 111	37	CECT 674	562	
Escherichia coli	DH5 alpha YEplac 181	37	CECT 675	562	
Escherichia coli	NCTC 50193	37	CECT 678	562	
Escherichia coli	NCTC 50192	37	CECT 679	562	
Klebsiella aerogenes	DSM 30053	30	CECT 684	548	
Escherichia coli	E8775-A	37	CECT 685	562	
Escherichia coli	E8775-C	37	CECT 686	562	
Bifidobacterium dentium	DSM 20436	37	CECT 687	1689	GCA_000771725.1; GCA_001042595.1
Escherichia coli	K12 HB101 / 739	37	CECT 689	562	
Corynebacterium glutamicum	NCIMB 10026	30	CECT 690	1718	
Sporolactobacillus laevolacticus	NCIMB 10269	30	CECT 692	33018	GCA_000497245.1
Sporolactobacillus laevolacticus	NCIMB 10274	30	CECT 693	33018	
Paracoccus denitrificans	NCIMB 8944	30	CECT 694	266	
Salmonella enterica	NCTC 8053	37	CECT 699	28901	
Salmonella enterica	Alcaide 838	37	CECT 700	28901	
Salmonella enterica	Alcaide 213	37	CECT 701	28901	
Salmonella enterica	Alcaide 39	37	CECT 702	28901	
Salmonella enterica	Alcaide 832	37	CECT 703	28901	
Salmonella enterica	Alcaide 1038	37	CECT 704	28901	
Salmonella enterica	Alcaide 261	37	CECT 705	28901	
Salmonella enterica	Alcaide 870	37	CECT 707	28901	
Salmonella sp	Alcaide 31	37	CECT 708	-1	
Salmonella enterica	LT2	37	CECT 722	28901	GCA_000006945.1
Salmonella enterica	NCTC 8391	37	CECT 723	28901	
Salmonella enterica	NCTC 10789	37	CECT 724	28901	
Salmonella enterica	NCTC 10787	37	CECT 725	28901	
Escherichia coli	Guanabara	37	CECT 726	562	
Escherichia coli	Stoke W	37	CECT 727	562	
Escherichia coli	W26	37	CECT 728	1090926	
Escherichia coli	Aberdeen 1064	37	CECT 729	562	
Escherichia coli	Su 3912/41	37	CECT 730	562	
Escherichia coli	CDC 3219-54	37	CECT 731	562	
Escherichia coli	F41	37	CECT 732	562	
Escherichia coli	CDC 4932-53	37	CECT 733	562	
Escherichia coli	CDC 5306-56	37	CECT 734	562	
Escherichia coli	E611	37	CECT 735	562	
Escherichia coli	Kattwijk	37	CECT 736	562	
Escherichia coli	H702c	37	CECT 737	562	
Escherichia coli	CDC 2292-55	37	CECT 738	562	
Escherichia coli	Ew 227	37	CECT 739	562	
Escherichia coli	Canioni	37	CECT 740	562	
Escherichia coli	Ew 2129-54	37	CECT 741	562	
Escherichia coli	Cigleris	37	CECT 742	562	
Escherichia coli	C771	37	CECT 743	562	
Escherichia coli	E 1020-72	37	CECT 744	562	
Escherichia coli	BP 12665	37	CECT 745	562	
Clostridium papyrosolvens	NCIMB 11394	37	CECT 747	-1	GCA_000175795.2
Lactiplantibacillus plantarum	DSM 20174	30	CECT 748	1590	GCA_001434175.1; GCA_001436855.1
Lactiplantibacillus plantarum	NCIMB 7220	37	CECT 749	1590	
Klebsiella pneumoniae	ATCC 29995	37	CECT 753	573	
Yersinia enterocolitica	NCTC 11174	30	CECT 754	630	
Corynebacterium pseudodiphtheriticum	NCTC 11136	37	CECT 755	37637	GCA_000688415.1
Streptococcus dysgalactiae	NCTC 4335	37	CECT 758	1334	
Corynebacterium sp	ATCC 33036	37	CECT 759	-1	
Corynebacterium jeikeium	ATCC 33031	37	CECT 760	38289	
Corynebacterium sp	ATCC 33033	37	CECT 761	-1	
Corynebacterium sp	ATCC 33034	37	CECT 762	-1	
Corynebacterium tuberculostearicum	ATCC 33035	37	CECT 763	38304	
Corynebacterium sp	ATCC 33037	37	CECT 764	-1	
Corynebacterium sp	ATCC 33038	37	CECT 765	-1	
Corynebacterium sp	ATCC 33039	37	CECT 766	-1	
Corynebacterium sp	ATCC 33040	37	CECT 767	-1	
Streptococcus pneumoniae	CCUG 8435	37	CECT 769	1313	
Streptococcus pneumoniae	CCUG 2226	37	CECT 770	1313	
Streptococcus pneumoniae	CCUG 1350	37	CECT 772	1313	
Streptococcus pneumoniae	CCUG 8436	37	CECT 773	1313	
Streptococcus pneumoniae	CCUG 1407	37	CECT 782	1313	
Streptococcus pneumoniae	CCTM La 1474	37	CECT 788	1313	
Clavibacter michiganensis	NCPPB 870	26	CECT 790	28447	
Xanthomonas vesicatoria	NCPPB 195	30	CECT 792	56460	
Pediococcus damnosus	DSM 20331	30	CECT 793	51663	GCA_001437255.1
Staphylococcus aureus	CCTM La 2824	37	CECT 794	1280	
Enterococcus faecalis	CCTM La 2390	37	CECT 795	1351	
Clostridium sphenoides	NCIMB 10627	37	CECT 796	-1	GCA_001312385.1 GCA_900105615.1
Clostridium sporogenes	DSM 1446	37	CECT 797	1509	
Clostridium haemolyticum	NCTC 8145	37	CECT 799	84025	
Lactobacillus helveticus	NCIMB 2889	37	CECT 800	1587	
Streptococcus salivarius	NCIMB 10387	37	CECT 801	1304	
Brevundimonas bacteroides	NCIMB 9790	30	CECT 802	74311	
Streptococcus intermedius	CCUG 17827	37	CECT 803	1338	GCA_000413475.1
Streptococcus gordonii	CCUG 18374	37	CECT 804	1302	
Streptococcus salivarius	CCUG 17825	37	CECT 805	1304	GCA_000785515.1
Actinomyces naeslundii	CCUG 18310	37	CECT 806	1655	GCA_001956585.1
Actinomyces odontolyticus	CCUG 18309	37	CECT 807	-1	
Corynebacterium pseudotuberculosis	NCTC 3450	37	CECT 808	1719	GCA_002155265.1
Obesumbacterium proteus	NCIMB 8771	26	CECT 812	82983	GCA_001586165.1; GCA_001655035.1
Zymomonas mobilis	NCIMB 11200	30	CECT 814	542	GCA_000218875.1
Fructilactobacillus lindneri	VTT E-82166	26	CECT 815	53444	
Escherichia coli	CCTM La 1994	37	CECT 816	562	
Escherichia coli	CCTM La 1996	37	CECT 817	562	
Escherichia coli	CCTM La 2057	37	CECT 818	562	
Escherichia coli	CCTM La 2001	37	CECT 819	562	
Clostridium perfringens	NCTC 3180	37	CECT 820	1502	
Clostridium perfringens	NCTC 8346	37	CECT 821	1502	
Clostridium perfringens	NCTC 8533	37	CECT 822	1502	
Acetobacter sp	NCIMB 6249	26	CECT 824	-1	
Salmonella enterica	NCTC 10431	37	CECT 825	28901	
Staphylococcus aureus	NCTC 5655	37	CECT 826	1280	
Staphylococcus aureus	NCTC 5664	37	CECT 827	1280	
Staphylococcus aureus	NCTC 7428	37	CECT 828	1280	
Escherichia coli	B	37	CECT 831	37762	
Escherichia coli	CCUG 11412	37	CECT 832	562	
Deinococcus radiodurans	CCM 1700	30	CECT 833	1299	GCA_000685985.1; GCA_000687895.1
Brevundimonas intermedia	ATCC 15262	30	CECT 834	74315	
Maricaulis maris	ATCC 15268	30	CECT 835	74318	
Maricaulis maris	ATCC 15269	26	CECT 836	74318	
Aeromonas sobria	NCIB 12065	30	CECT 837	646	
Aeromonas caviae	DSM 30190	30	CECT 838	648	GCA_000819785.1
Aeromonas hydrophila	DSM 30187	30	CECT 839	644	GCA_000014805.1
Beijerinckia indica	NCIMB 8712	30	CECT 840	533	GCA_000019845.1
Derxia gummosa	NCIMB 9064	30	CECT 841	203699	GCA_000482785.1
Cedecea davisae	NCIMB 11889	37	CECT 842	158484	GCA_000412335.2; GCA_001571265.1
Raoultella planticola	NCIMB 11885	30	CECT 843	575	GCA_000735435.1
Pseudomonas fluorescens	NCIMB 9520	30	CECT 844	294	
Pseudomonas aeruginosa	NCIMB 9571	26	CECT 845	287	
Serratia marcescens	NCIMB 9155	26	CECT 846	615	GCA_000735445.1; GCA_000743395.1; GCA_000751195.1
Brochothrix thermosphacta	DSM 20171	26	CECT 847	2756	GCA_000620985.1; GCA_000525935.1; GCA_001715655.1
Pimelobacter simplex	DSM 778	26	CECT 848	2045	
Edwardsiella tarda	CCTM La 1719	30	CECT 849	636	GCA_000264805.1
Pantoea agglomerans	CCTM La 899	30	CECT 850	549	GCA_900185875.1
Klebsiella pneumoniae	CCTM La 2096	37	CECT 851	573	GCA_000826585.1
Klebsiella pneumoniae	CCTM La 2045	37	CECT 852	573	GCA_000827775.2
Serratia marcescens	DSM 1636	26	CECT 854	615	
Cedecea neteri	CCUG 18763	37	CECT 855	158822	GCA_900461005.1
Citrobacter koseri	CCUG 14559	37	CECT 856	545	
Pluralibacter gergoviae	CCUG 14557	30	CECT 857	61647	GCA_001598855.1
Cronobacter sakazakii	CCUG 14558	30	CECT 858	28141	GCA_000684935.1; GCA_000982825.1
Ewingella americana	CCUG 14506	26	CECT 859	41202	GCA_000735345.1
Klebsiella oxytoca	CCUG 15717	37	CECT 860	571	GCA_001598695.1
Kluyvera ascorbata	CCUG 15716	37	CECT 861	51288	GCA_000735365.1
Kluyvera cryocrescens	CCUG 18767	37	CECT 862	580	GCA_001571285.1
Citrobacter amalonaticus	CCUG 4860	37	CECT 863	35703	GCA_900460855.1
Proteus penneri	CCUG 15722	37	CECT 864	102862	GCA_003144535.1
Providencia rettgeri	CCUG 14804	37	CECT 865	587	GCA_900455085.1
Providencia stuartii	CCUG 14805	37	CECT 866	588	GCA_900455155.1
Serratia odorifera	CCUG 14508	26	CECT 867	618	GCA_000163595.1
Serratia rubidaea	CCUG 10981	26	CECT 868	61652	GCA_001304675.1; GCA_001598675.1
Tatumella ptyseos	CCUG 14188	30	CECT 869	82987	GCA_000735525.1; GCA_900478715.1
Bifidobacterium bifidum	NCFB 2715	37	CECT 870	1681	GCA_001025135.1
Streptococcus dysgalactiae	NCTC 4669	37	CECT 871	1334	
Leuconostoc mesenteroides	NCFB 543	26	CECT 872	1245	GCA_000160595.1
Leuconostoc mesenteroides	NCFB 705	30	CECT 873	1245	
Propionibacterium freudenreichii	NCFB 566	30	CECT 874	1744	
Propionibacterium freudenreichii	NCFB 853	30	CECT 875	1744	
Bacillus toyonensis	BCT-7112	30	CECT 876	1415784	GCA_000496285.1
Escherichia coli	ATCC 13005	37	CECT 877	562	
Salmonella enterica	DSM 554	37	CECT 878	28901	
Salmonella enterica	NCTC 12115	37	CECT 880	28901	
Salmonella enterica	NCTC 12116	37	CECT 881	28901	
Salmonella enterica	NCTC 12117	37	CECT 882	28901	
Salmonella enterica	NCTC 12118	37	CECT 883	28901	
Salmonella enterica	NCTC 10412	37	CECT 884	28901	
Edwardsiella ictaluri	CCUG 18764	26	CECT 885	67780	GCA_000264785.1
Edwardsiella tarda	NCIMB 2034	30	CECT 886	636	
Escherichia coli	lambdagt11 phage	30	CECT 887	562	
Escherichia coli	ATCC 37195	37	CECT 888	562	
Escherichia coli	ATCC 37196	37	CECT 889	562	
Escherichia coli	ATCC 37197	37	CECT 890	562	
Leuconostoc mesenteroides	NCIMB 8023	30	CECT 891	1245	
Clostridium sporogenes	NCIMB 10696	37	CECT 892	1509	GCA_000973705.1; GCA_001020205.1
Aeromonas salmonicida	NCIMB 1102	26	CECT 894	645	GCA_000820065.1
Aeromonas salmonicida	NCIMB 1110	26	CECT 895	645	
Aeromonas salmonicida	NCIMB 2020	26	CECT 896	645	GCA_000647955.1
Vibrio vulnificus	NCIMB 2136	30	CECT 897	672	
Vibrio vulnificus	NCIMB 2137	30	CECT 898	672	
Pseudomonas anguilliseptica	NCIMB 1949	26	CECT 899	53406	GCA_900105355.1
Pseudomonas anguilliseptica	NCIMB 2185	26	CECT 900	53406	
Pseudomonas anguilliseptica	NCIMB 2186	26	CECT 901	53406	
Pasteurella multocida	CCTM La 1840	37	CECT 902	747	
Lactobacillus acidophilus	NCFB 1748	37	CECT 903	1579	GCA_000615165.1; GCA_000469705.1
Lactobacillus curvatus	NCFB 2739	30	CECT 904	-1	GCA_001435495.1; GCA_001311645.1
Latilactobacillus sakei	NCFB 2714	30	CECT 906	1599	GCA_000615365.1; GCA_001434065.1; GCA_002370355.1
Streptococcus oralis	NCTC 11427	37	CECT 907	1303	GCA_000164095.1; GCA_000148565.1
Rhizobium viscosum	NCIMB 9729	30	CECT 908	1673	
Lysobacter gummosus	NCIMB 11896	30	CECT 909	262324	
Listeria innocua	CCUG 15531	37	CECT 910	1642	
Listeria monocytogenes	CCM 5577	37	CECT 911	1639	
Leuconostoc mesenteroides	DSM 20484	30	CECT 912	1245	GCA_001047695.1
Listeria ivanovii	CCUG 15528	37	CECT 913	1638	GCA_900187195.1
Xanthomonas axonopodis	NCPPB 1420	30	CECT 914	53413	
Salmonella enterica	CIP 55.133	37	CECT 915	28901	
Lactococcus lactis	NCFB 712	30	CECT 916	1358	
Listeria seeligeri	CCUG 15530	37	CECT 917	1640	GCA_000027145.1
Jonesia denitrificans	CCUG 15532	30	CECT 918	43674	GCA_000024065.1
Listeria welshimeri	CCUG 15529	37	CECT 919	1643	GCA_000060285.1
Geobacillus stearothermophilus	IFO 12983	55	CECT 920	1422	
Salmonella enterica	CCUG 12608	37	CECT 921	28901	
Secundilactobacillus collinoides	NCIMB 10925	26	CECT 922	33960	GCA_001435975.1; GCA_001312845.1
Pediococcus pentosaceus	NCIMB 7837	30	CECT 923	1255	
Mannheimia haemolytica	NCTC 9712	37	CECT 924	75985	
Limosilactobacillus reuteri	NCFB 2589	37	CECT 925	1598	GCA_000010005.1; GCA_000016825.1
Streptococcus dysgalactiae	ATCC 9542	37	CECT 926	1334	
Achromobacter xylosoxidans	NCIMB 12033	30	CECT 927	85698	GCA_001457475.1
Alcaligenes faecalis	NCIMB 8156	37	CECT 928	511	GCA_000739855.1
Stutzerimonas stutzeri	NCIMB 11358	30	CECT 930	316	GCA_000219605.1
Listeria grayi	CCM 5887	37	CECT 931	1641	GCA_000148995.1
Listeria monocytogenes	CCM 5578	37	CECT 933	1639	
Listeria monocytogenes	CCM 5579	37	CECT 934	1639	
Listeria monocytogenes	CIP 59.53	37	CECT 935	1639	
Listeria monocytogenes	CCM 5879	37	CECT 936	1639	
Listeria monocytogenes	CCM 5880	37	CECT 937	1639	
Listeria monocytogenes	CCM 5881	37	CECT 938	1639	
Listeria monocytogenes	CCM 5883	37	CECT 940	1639	
Listeria monocytogenes	CCM 5885	37	CECT 941	1639	
Listeria grayi	CCM 5990	37	CECT 942	1641	
Escherichia coli	CHUV La 3631	37	CECT 943	562	
Komagataeibacter sp	NCIB 8753	30	CECT 944	-1	
Pseudoalteromonas luteoviolacea	NCIMB 1893	26	CECT 945	43657	GCA_001625655.1
Janthinobacterium lividum	NCIMB 9130	26	CECT 946	29581	GCA_001758635.1
Zymomonas mobilis	NCIMB 8227	30	CECT 947	542	
Streptococcus anginosus	DSM 20563	37	CECT 948	1328	GCA_000474055.1
Streptococcus ratti	DSM 20564	37	CECT 950	1341	GCA_000347915.1
Planococcus citreus	CCM 316	30	CECT 951	1373	GCA_003664125.1
Salmonella enterica	NCTC 5727	37	CECT 952	28901	
Clostridium celerecrescens	Flors 18A	37	CECT 954	-1	GCA_002797975.1
Yersinia ruckeri	11.4	30	CECT 955	29486	
Yersinia ruckeri	11.29	30	CECT 956	29486	
Staphylococcus aureus	NCTC 1803	37	CECT 957	1280	
Streptococcus suis	CCUG 7984	37	CECT 958	1307	GCA_900475585.1
Bacillus licheniformis	NCIMB 9443	37	CECT 959	1402	
Enterobacter cloacae	NCIMB 12091	30	CECT 960	550	
Escherichia coli	NCIMB 9472	37	CECT 961	562	
Pasteurella multocida	NCTC 10323	37	CECT 962	747	
Enterococcus faecalis	NCTC 8131	37	CECT 963	1351	
Enterococcus casseliflavus	NCIMB 9645	37	CECT 964	37734	
Streptococcus equinus	CHUV La 3423	37	CECT 966	1335	
Enterococcus faecalis	CHUV La 2366	37	CECT 967	1351	
Enterococcus avium	NCDO 2369	37	CECT 968	33945	GCA_000406965.1; GCA_000407245.1; GCA_001885775.1
Enterococcus casseliflavus	NCDO 2372	37	CECT 969	37734	GCA_001544095.1; GCA_001885845.1
Enterococcus gallinarum	NCDO 2313	37	CECT 970	1353	GCA_001544275.1; GCA_001886155.1
Enterococcus malodoratus	NCDO 846	37	CECT 971	71451	GCA_000393875.1; GCA_000407185.1; GCA_001886025.1
Enterococcus mundtii	NCDO 2375	37	CECT 972	53346	GCA_001886035.1
Streptococcus equinus	NCDO 1037	37	CECT 973	1335	GCA_000187265.1
Streptococcus equinus	NCDO 597	37	CECT 974	1335	GCA_000747195.1
Streptococcus alactolyticus	NCFB 1091	37	CECT 975	29389	
Staphylococcus aureus	CCUG 9128	37	CECT 976	1280	
Serratia marcescens	NCIMB 11851	26	CECT 977	615	
Aerococcus viridans	NCIB 11775	30	CECT 978	1377	GCA_000178435.1; GCA_001543285.1
Clostridium acetobutylicum	Clostridium acetobutylicum	37	CECT 979	1488	
Latilactobacillus sakei	NCFB 2588	30	CECT 980	1599	
Lacticaseibacillus paracasei	NCFB 2713	30	CECT 981	1597	
Loigolactobacillus coryniformis	NCFB 2741	30	CECT 982	1610	GCA_000166795.1; GCA_001433765.1; GCA_002706425.1
Lactobacillus acetotolerans	NCFB 2402	30	CECT 983	1600	
Lactococcus lactis	NCFB 2738	30	CECT 984	1358	
Streptococcus pyogenes	NCIMB 11841	37	CECT 985	1314	GCA_002055535.1
Streptococcus salivarius	NCIMB 8510	37	CECT 986	1304	GCA_900474985.1
Streptococcus ferus	NCFB 2721	37	CECT 987	1345	GCA_000372425.1; GCA_900475025.1
Lactococcus raffinolactis	DSM 20443	30	CECT 988	1366	GCA_001591765.1; GCA_002441745.1
Streptococcus equi	DSM 20561	37	CECT 989	1336	GCA_900156215.1
Gemella morbillorum	DSM 20572	37	CECT 991	29391	GCA_900476045.1
Streptococcus pneumoniae	DSM 20566	37	CECT 993	1313	GCA_001457635.1
Streptococcus uberis	DSM 20569	37	CECT 994	1349	GCA_900475595.1; GCA_000785845.1
Salmonella enterica	NCTC 5729	37	CECT 995	28901	
Bacillus thuringiensis	IAM 11056	30	CECT 996	1428	
Klebsiella pneumoniae	CCUG 19208	37	CECT 997	573	
Myroides odoratus	NCTC 11036	30	CECT 998	256	GCA_000243275.1
Salmonella enterica	NCTC 10241	37	CECT 999	28901	
Candida albicans	García-Rodríguez, J.A., 9387-R	26	CECT 1001	5476	
Candida albicans	NCYC 597	26	CECT 1002	5476	
Candida parapsilosis	nan	28	CECT 1004	5480	
Candida tropicalis	1	26	CECT 1005	5482	
Dekkera anomala	NCYC 449	26	CECT 1008	-1	
Dekkera bruxellensis	NCYC 370	26	CECT 1009	-1	
Dekkera bruxellensis	NCYC 395	25	CECT 1010	-1	
Dekkera anomala	NCYC 2	26	CECT 1011	-1	
Candida boidinii	CBS 2428	26	CECT 1014	-1	GCA_001599335.1
Torulaspora delbrueckii	NCYC 608	26	CECT 1015	4950	
Candida atlantica	nan	26	CECT 1016	-1	
Kluyveromyces marxianus	NCYC 152	26	CECT 1017	4911	
Kluyveromyces marxianus	NCYC 6	26	CECT 1018	4911	
Meyerozyma guilliermondii	CBS 1909	26	CECT 1019	4929	
Meyerozyma guilliermondii	CBS 6021	26	CECT 1021	4929	
Kodamaea ohmeri	CBS 7042	26	CECT 1022	34356	
Bandonia marina	NCYC 784	26	CECT 1024	104674	
Pichia kudriavzevii	NCYC 45	28	CECT 1040	4909	
Kluyveromyces marxianus	NCYC 143	26	CECT 1043	4911	
Candida sake	NRRL Y-1499	24	CECT 1044	-1	
Candida suecica	CBS 5724	24	CECT 1045	-1	
Cyberlindnera jadinii	NCYC 769	26	CECT 1060	4903	
Cyberlindnera jadinii	nan	26	CECT 1061	4903	
Cyberlindnera jadinii	NCYC 359	26	CECT 1062	4903	
Citeromyces matritensis	LeOh1	26	CECT 1065	36909	
Citeromyces matritensis	LeOh2	26	CECT 1066	36909	
Citeromyces matritensis	LeOh3	26	CECT 1067	36909	
Citeromyces matritensis	MCYC 491	26	CECT 1068	36909	
Naganishia albida	NCYC 445	25	CECT 1069	100951	
Citeromyces matritensis	MCYC 486	26	CECT 1070	36909	
Debaryomyces hansenii	DSM 70194	26	CECT 1071	4959	
Naganishia albida	DSM 70215	20	CECT 1072	100951	
Naganishia albida	Genestar 388	20	CECT 1073	100951	
Saitozyma flava	DSM 70227	25	CECT 1074	5416	
Filobasidiella neoformans	CBS 54	26	CECT 1075	-1	
Cryptococcus albidus	DSM 70228	20	CECT 1076	-1	
Cryptococcus laurentii	DSM 70766	25	CECT 1077	-1	
Filobasidiella neoformans	DSM 70219	26	CECT 1078	-1	
Cryptococcus terreus	DSM 70222	20	CECT 1079	-1	
Filobasidium uniguttulatum	DSM 70225	20	CECT 1080	5212	
Naganishia albida	CBS 5810	20	CECT 1081	100951	
Naganishia albida	NCYC 791	20	CECT 1083	100951	
Cryptococcus magnus	ATCC 14247	25	CECT 1084	-1	
Cryptococcus bhutanensis	CBS 6294	25	CECT 1085	-1	
Naganishia diffluens	ATCC 24612	25	CECT 1086	89919	
Vishniacozyma dimennae	ATCC 22024	25	CECT 1087	89920	
Goffeauzyma gastrica	CBS 1927	25	CECT 1089	92955	
Cryptococcus terreus	CBS 6293	16	CECT 1090	-1	
Dioszegia hungarica	ATCC 24291	20	CECT 1091	4972	
Cystofilobasidium infirmominiatum	ATCC 18870	20	CECT 1092	89913	
Cryptococcus albidus	CBS 1926	20	CECT 1093	-1	
Sporopachydermia lactativora	CBS 5771	25	CECT 1094	45794	
Cryptococcus laurentii	CBS 139	25	CECT 1095	-1	
Cryptococcus peneaus	NCYC 553	25	CECT 1096	-1	
Cryptococcus aerius	NCYC 139	25	CECT 1097	-1	
Hannaella luteola	ATCC 10671	24	CECT 1098	1198485	
Hannaella luteola	NCYC 591	25	CECT 1099	1198485	
Cystofilobasidium macerans	ATCC 24194	25	CECT 1100	89926	
Cystofilobasidium macerans	NCYC 586	25	CECT 1101	89926	
Geotrichum candidum	nan	24	CECT 1102	1173061	
Cryptococcus magnus	ATCC 24171	25	CECT 1103	-1	
Myxozyma melibiosi	CBS 2102	24	CECT 1104	54550	
Phaeotremella skinneri	CBS 5029	25	CECT 1105	89928	
Cryptococcus terreus	NCYC 393	20	CECT 1106	-1	
Wickerhamomyces anomalus	Zajara 446	26	CECT 1107	4927	
Filobasidium uniguttulatum	CBS 1730	25	CECT 1108	5212	
Hannaella luteola	nan	26	CECT 1109	1198485	
Wickerhamomyces anomalus	NRRL Y- 993	26	CECT 1110	4927	
Pichia holstii	nan	26	CECT 1111	-1	
Wickerhamomyces anomalus	NRRL Y- 2153	26	CECT 1112	4927	
Wickerhamomyces anomalus	NRRL Y- 366-8	26	CECT 1113	4927	GCA_001661255.1
Wickerhamomyces anomalus	NRRL Y- 366	26	CECT 1114	4927	
Pichia membranifaciens	NRRL Y- 2026	26	CECT 1115	4926	GCF_001661235.1
Wickerhamomyces subpelliculosus	Zájara Jiménez , No. 466	26	CECT 1116	1194211	
Wickerhamomyces anomalus	NCYC 16	26	CECT 1117	4927	
Hanseniaspora uvarum	NCYC 245	24	CECT 1118	29833	
Hanseniaspora vineae	NCYC 36	24	CECT 1119	56409	
Hanseniaspora uvarum	MCYC 2065	26	CECT 1120	29833	
Kluyveromyces lactis	nan	26	CECT 1121	28985	
Kluyveromyces lactis	nan	26	CECT 1122	28985	
Kluyveromyces marxianus	nan	26	CECT 1123	4911	
Nadsonia fulvescens	MCYC 2062	24	CECT 1125	45786	
Kazachstania lodderae	NCYC 1417	26	CECT 1126	1089531	
Priceomyces carsonii	nan	26	CECT 1129	28549	
Kluyveromyces lactis	nan	26	CECT 1132	28985	
Yamadazyma scolyti	MCYC 3116	26	CECT 1134	45511	
Rhodotorula toruloides	NCYC 162	24	CECT 1137	5286	
Symmetrospora marina	NCYC 541	24	CECT 1139	106013	
Rhodotorula mucilaginosa	nan	26	CECT 1158	5537	
Saccharomyces cerevisiae	DCL 740	26	CECT 1170	4932	
Saccharomyces cerevisiae	NCYC 81	26	CECT 1171	4932	
Saccharomyces cerevisiae	NCYC 86	26	CECT 1172	4932	
Saccharomyces cerevisiae	CBS 1	26	CECT 1176	4932	
Saccharomyces cerevisiae	YGSC A364A	26	CECT 1182	4932	
Saccharomyces cerevisiae	YGSC 136	26	CECT 1183	4932	
Saccharomyces cerevisiae	YGSC 104	23	CECT 1184	4932	
Saccharomyces cerevisiae	nan	26	CECT 1185	4932	
Saccharomyces cerevisiae	YGSC 187	26	CECT 1187	4932	
Saccharomyces cerevisiae	NCYC 366	26	CECT 1189	4932	
Saccharomyces cerevisiae	DCL 2903	26	CECT 1193	4932	
Saccharomyces cerevisiae	DCL 569	26	CECT 1194	4932	
Saccharomyces cerevisiae	nan	26	CECT 1195	4932	
Kazachstania exigua	Zajara 250	26	CECT 1206	34358	
Zygosaccharomyces rouxii	NCYC 381	26	CECT 1229	4956	
Zygosaccharomyces rouxii	NCYC 581	26	CECT 1230	4956	
Zygosaccharomyces rouxii	NCYC 583	26	CECT 1231	4956	
Zygosaccharomyces rouxii	NCYC 568	26	CECT 1232	4956	
Saccharomycopsis fibuligera	ATCC 32693	24	CECT 1238	4944	
Saccharomycopsis fibuligera	NCYC 691	24	CECT 1239	4944	
Yarrowia lipolytica	nan	24	CECT 1240	4952	
Vanrija humicola	Paris 517	25	CECT 1251	5417	
Vanrija humicola	Paris 527	25	CECT 1266	5417	
Vanrija humicola	Paris 528	25	CECT 1267	5417	
Sporidiobolus pararoseus	NCYC 1428	26	CECT 1270	-1	
Sporidiobolus salmonicolor	CBS 48	26	CECT 1274	-1	
Cutaneotrichosporon cutaneum	CBS 58	24	CECT 1304	5554	
Kluyveromyces lactis	NCYC 469	26	CECT 1306	28985	
Saccharomyces cerevisiae	NCYC 74	26	CECT 1317	4932	
Saccharomyces cerevisiae	NRRL Y-132	26	CECT 1318	4932	
Saccharomyces cerevisiae	NRRL Y-11877	26	CECT 1319	4932	
Saccharomyces pastorianus	NRRL Y-1551	24	CECT 1320	27292	
Saccharomyces cerevisiae	Carlsberg Lab., 303-49	26	CECT 1323	4932	
Saccharomyces kudriavzevii	nan	26	CECT 1324	114524	
Saccharomyces cerevisiae	GB 2341	26	CECT 1325	4932	
Saccharomyces cerevisiae	CBS 4877	26	CECT 1326	4932	
Saccharomyces cerevisiae	ACA 174	26	CECT 1327	4932	
Saccharomyces cerevisiae	IFI 82	26	CECT 1328	4932	
Saccharomyces cerevisiae	FJF 414	26	CECT 1329	4932	
Saccharomyces cerevisiae	AICM 1003	24	CECT 1331	4932	
Saccharomyces cerevisiae	AICM 1002	26	CECT 1332	4932	
Wickerhamomyces anomalus	Feduchi 107; M13	26	CECT 1334	4927	
Saccharomyces cerevisiae	nan	26	CECT 1347	4932	
Saccharomyces cerevisiae	Carlsberg Lab., 303-67	26	CECT 1351	4932	
Saccharomyces cerevisiae	FH4C	26	CECT 1352	4932	
Wickerhamomyces anomalus	Feduchi 3; H7TA	26	CECT 1356	4927	
Yarrowia lipolytica	nan	24	CECT 1357	4952	
Geotrichum candidum	M811	26	CECT 1360	1173061	
Saccharomyces pastorianus	LEAL 556	26	CECT 1369	27292	
Saccharomycodes ludwigii	IFI 979	26	CECT 1371	36035	
Schizosaccharomyces octosporus	nan	26	CECT 1374	4899	
Schizosaccharomyces pombe	nan	26	CECT 1375	4896	
Schizosaccharomyces pombe	nan	26	CECT 1376	4896	
Schizosaccharomyces pombe	nan	26	CECT 1378	4896	
Schizosaccharomyces pombe	nan	26	CECT 1379	4896	
Schizosaccharomyces pombe	nan	26	CECT 1381	4896	
