BacDiveID,id,level,name,reference,growth,type,temperature,range
146,190146,species,Actinotignum urinale,57056,positive,growth,37,mesophilic
146,190146,species,Actinotignum urinale,67771,positive,growth,37,mesophilic
147,202789,species,Actinobaculum massiliense,7917,positive,growth,37,mesophilic
147,202789,species,Actinobaculum massiliense,57854,positive,growth,37,mesophilic
148,1658,species,Actinomyces bovis,40584,positive,growth,37,mesophilic
148,1658,species,Actinomyces bovis,10674,positive,growth,37,mesophilic
149,52767,species,Actinomyces denticolens,35491,positive,growth,37,mesophilic
149,52767,species,Actinomyces denticolens,8993,positive,growth,37,mesophilic
149,52767,species,Actinomyces denticolens,51164,positive,growth,37,mesophilic
150,1659,species,Actinomyces israelii,10672,positive,growth,37,mesophilic
150,1659,species,Actinomyces israelii,52262,positive,growth,37,mesophilic
151,1120944,strain,Actinomyces israelii,40615,positive,growth,37,mesophilic
151,1120944,strain,Actinomyces israelii,10954,positive,growth,37,mesophilic
151,1120944,strain,Actinomyces israelii,46802,positive,growth,37,mesophilic
151,1120944,strain,Actinomyces israelii,67770,positive,growth,37,mesophilic
152,1659,species,Actinomyces israelii,10956,positive,growth,37,mesophilic
153,1655,species,Actinomyces naeslundii,37076,positive,growth,37,mesophilic
153,1655,species,Actinomyces naeslundii,6829,positive,growth,37,mesophilic
153,1655,species,Actinomyces naeslundii,67770,positive,growth,37,mesophilic
154,1655,species,Actinomyces naeslundii,32933,positive,growth,37,mesophilic
154,1655,species,Actinomyces naeslundii,10673,positive,growth,37,mesophilic
154,1655,species,Actinomyces naeslundii,67770,positive,growth,37,mesophilic
155,1660,species,Schaalia odontolytica,40306,positive,growth,37,mesophilic
155,1660,species,Schaalia odontolytica,7919,positive,growth,37,mesophilic
155,1660,species,Schaalia odontolytica,67770,positive,growth,37,mesophilic
156,411466,strain,Schaalia odontolytica,39862,positive,growth,37,mesophilic
156,411466,strain,Schaalia odontolytica,10959,positive,growth,37,mesophilic
157,1656,species,Actinomyces viscosus,40539,positive,growth,37,mesophilic
157,1656,species,Actinomyces viscosus,10957,positive,growth,37,mesophilic
157,1656,species,Actinomyces viscosus,46110,positive,growth,37,mesophilic
157,1656,species,Actinomyces viscosus,67770,positive,growth,37,mesophilic
158,544580,species,Actinomyces oris,11252,positive,growth,37,mesophilic
159,1120943,strain,Actinomyces gerencseriae,2852,positive,growth,37,mesophilic
159,1120943,strain,Actinomyces gerencseriae,41697,positive,growth,37,mesophilic
159,1120943,strain,Actinomyces gerencseriae,67770,positive,growth,37,mesophilic
160,52770,species,Buchananella hordeovulneris,9042,positive,growth,37,mesophilic
160,52770,species,Buchananella hordeovulneris,40541,positive,growth,37,mesophilic
161,52773,species,Schaalia meyeri,9043,positive,growth,37,mesophilic
161,52773,species,Schaalia meyeri,23108,positive,maximum,45,thermophilic
161,52773,species,Schaalia meyeri,23108,positive,minimum,25,mesophilic
161,52773,species,Schaalia meyeri,23108,positive,optimum,30-37,mesophilic
161,52773,species,Schaalia meyeri,40540,positive,growth,37,mesophilic
161,52773,species,Schaalia meyeri,47255,positive,growth,37,mesophilic
162,1120942,strain,Schaalia georgiae,2851,positive,growth,37,mesophilic
162,1120942,strain,Schaalia georgiae,23355,,growth,37,mesophilic
162,1120942,strain,Schaalia georgiae,23355,positive,growth,37,mesophilic
162,1120942,strain,Schaalia georgiae,39089,positive,growth,37,mesophilic
163,29317,species,Actinomyces sp.,10953,positive,growth,37,mesophilic
164,29317,species,Actinomyces sp.,10955,positive,growth,37,mesophilic
164,29317,species,Actinomyces sp.,34232,positive,growth,37,mesophilic
165,29317,species,Actinomyces sp.,10958,positive,growth,37,mesophilic
166,29318,subspecies,Winkia neuii subsp. anitrata,3308,positive,growth,37,mesophilic
166,29318,subspecies,Winkia neuii subsp. anitrata,23109,,growth,37,mesophilic
166,29318,subspecies,Winkia neuii subsp. anitrata,41361,positive,growth,37,mesophilic
166,29318,subspecies,Winkia neuii subsp. anitrata,50932,positive,growth,37,mesophilic
167,1120945,strain,Winkia neuii,3307,positive,growth,37,mesophilic
167,1120945,strain,Winkia neuii,41360,positive,growth,37,mesophilic
167,1120945,strain,Winkia neuii,50931,positive,growth,37,mesophilic
168,131110,species,Schaalia radingae,3502,positive,growth,37,mesophilic
168,131110,species,Schaalia radingae,39275,positive,growth,37,mesophilic
169,131111,species,Schaalia turicensis,3501,positive,growth,37,mesophilic
169,131111,species,Schaalia turicensis,39274,positive,growth,37,mesophilic
170,29316,species,Schaalia hyovaginalis,4040,positive,growth,37,mesophilic
170,29316,species,Schaalia hyovaginalis,40874,positive,growth,37,mesophilic
170,29316,species,Schaalia hyovaginalis,52851,positive,growth,37,mesophilic
171,66228,species,Gleimia europaea,4191,positive,growth,37,mesophilic
172,66228,species,Gleimia europaea,4192,positive,growth,37,mesophilic
172,66228,species,Gleimia europaea,32698,positive,growth,37,mesophilic
173,66228,species,Gleimia europaea,4193,positive,growth,37,mesophilic
173,66228,species,Gleimia europaea,39254,positive,growth,37,mesophilic
174,156892,species,Boudabousia marimammalium,5887,positive,growth,37,mesophilic
174,156892,species,Boudabousia marimammalium,32977,positive,growth,37,mesophilic
174,156892,species,Boudabousia marimammalium,55187,positive,growth,37,mesophilic
175,119495,species,Actinomyces catuli,5803,positive,growth,37,mesophilic
175,119495,species,Actinomyces catuli,23111,,growth,37,mesophilic
175,119495,species,Actinomyces catuli,32978,positive,growth,37,mesophilic
175,119495,species,Actinomyces catuli,55186,positive,growth,37,mesophilic
176,111015,species,Actinomyces radicidentis,5818,positive,growth,37,mesophilic
176,111015,species,Actinomyces radicidentis,42163,positive,growth,37,mesophilic
177,131109,species,Actinomyces bowdenii,5820,positive,growth,37,mesophilic
177,131109,species,Actinomyces bowdenii,23112,,growth,37,mesophilic
177,131109,species,Actinomyces bowdenii,35971,positive,growth,37,mesophilic
178,525246,strain,Actinomyces urogenitalis,5819,positive,growth,37,mesophilic
178,525246,strain,Actinomyces urogenitalis,36438,positive,growth,37,mesophilic
178,525246,strain,Actinomyces urogenitalis,54404,positive,growth,37,mesophilic
179,525245,strain,Gleimia coleocanis,5821,positive,growth,37,mesophilic
179,525245,strain,Gleimia coleocanis,39597,positive,growth,37,mesophilic
179,525245,strain,Gleimia coleocanis,55185,positive,growth,37,mesophilic
180,100469,species,Schaalia canis,5985,positive,growth,37,mesophilic
180,100469,species,Schaalia canis,39501,positive,growth,37,mesophilic
181,132933,species,Schaalia funkei,5986,positive,growth,37,mesophilic
181,132933,species,Schaalia funkei,36419,positive,growth,37,mesophilic
181,132933,species,Schaalia funkei,55553,positive,growth,37,mesophilic
181,132933,species,Schaalia funkei,67771,positive,growth,37,mesophilic
182,1120946,strain,Schaalia suimastitidis,5987,positive,growth,37,mesophilic
182,1120946,strain,Schaalia suimastitidis,33007,positive,growth,37,mesophilic
182,1120946,strain,Schaalia suimastitidis,54720,positive,growth,37,mesophilic
183,178339,species,Pauljensenia hongkongensis,5918,positive,growth,37,mesophilic
183,178339,species,Pauljensenia hongkongensis,39964,positive,growth,37,
183,178339,species,Pauljensenia hongkongensis,58185,positive,growth,37,
184,181487,species,Schaalia cardiffensis,6113,positive,growth,37,mesophilic
184,181487,species,Schaalia cardiffensis,38200,positive,growth,37,mesophilic
184,181487,species,Schaalia cardiffensis,56584,positive,growth,37,mesophilic
185,1120947,strain,Schaalia vaccimaxillae,6114,positive,growth,37,mesophilic
185,1120947,strain,Schaalia vaccimaxillae,38204,positive,growth,37,mesophilic
185,1120947,strain,Schaalia vaccimaxillae,57054,positive,growth,37,mesophilic
186,55565,species,Actinomyces graevenitzii,5989,positive,growth,37,mesophilic
186,55565,species,Actinomyces graevenitzii,39350,positive,growth,37,mesophilic
186,55565,species,Actinomyces graevenitzii,48702,positive,growth,37,mesophilic
187,206043,species,Actinomyces oricola,6830,positive,growth,37,mesophilic
187,206043,species,Actinomyces oricola,38219,positive,growth,37,mesophilic
187,206043,species,Actinomyces oricola,57053,positive,growth,37,mesophilic
187,206043,species,Actinomyces oricola,67770,positive,growth,37,mesophilic
187,206043,species,Actinomyces oricola,67771,positive,growth,37,mesophilic
188,208480,species,Bowdeniella nasicola,7915,positive,growth,37,mesophilic
188,208480,species,Bowdeniella nasicola,33855,positive,growth,37,mesophilic
188,208480,species,Bowdeniella nasicola,57055,positive,growth,37,mesophilic
189,1120941,strain,Actinomyces dentalis,7902,positive,growth,37,mesophilic
189,1120941,strain,Actinomyces dentalis,33948,positive,growth,37,mesophilic
189,1120941,strain,Actinomyces dentalis,57970,positive,growth,37,mesophilic
189,1120941,strain,Actinomyces dentalis,67771,positive,growth,37,mesophilic
190,544581,species,Actinomyces johnsonii,16664,positive,growth,37,mesophilic
190,544581,species,Actinomyces johnsonii,67770,positive,growth,37,mesophilic
190,544581,species,Actinomyces johnsonii,67771,positive,growth,37,mesophilic
191,544580,species,Actinomyces oris,16679,positive,growth,37,mesophilic
191,544580,species,Actinomyces oris,67770,positive,growth,37,mesophilic
192,1167628,strain,Actinomyces massiliensis,16669,positive,growth,37,mesophilic
192,1167628,strain,Actinomyces massiliensis,28916,positive,growth,30-37,mesophilic
192,1167628,strain,Actinomyces massiliensis,28916,positive,optimum,37,mesophilic
192,1167628,strain,Actinomyces massiliensis,37528,positive,growth,30,mesophilic
192,1167628,strain,Actinomyces massiliensis,59924,positive,growth,37,mesophilic
192,1167628,strain,Actinomyces massiliensis,67770,positive,growth,37,mesophilic
192,1167628,strain,Actinomyces massiliensis,67771,positive,growth,37,mesophilic
193,1288391,species,Actinomyces timonensis,17395,positive,growth,37,mesophilic
193,1288391,species,Actinomyces timonensis,29427,positive,growth,25-37,mesophilic
193,1288391,species,Actinomyces timonensis,29427,positive,optimum,37,mesophilic
193,1288391,species,Actinomyces timonensis,60798,positive,growth,37,mesophilic
193,1288391,species,Actinomyces timonensis,67771,positive,growth,37,mesophilic
194,1288828,strain,Gleimia hominis,16130,positive,growth,35,mesophilic
194,1288828,strain,Gleimia hominis,29557,positive,optimum,35,mesophilic
194,1288828,strain,Gleimia hominis,61364,positive,growth,37,mesophilic
195,635203,species,Schaalia naturae,18274,positive,growth,37,mesophilic
195,635203,species,Schaalia naturae,61062,positive,growth,37,mesophilic
196,675090,species,Actinomyces weissii,17796,positive,growth,37,mesophilic
196,675090,species,Actinomyces weissii,30418,positive,growth,35,mesophilic
196,675090,species,Actinomyces weissii,38385,positive,growth,37,mesophilic
196,675090,species,Actinomyces weissii,62610,positive,growth,37,mesophilic
197,644284,strain,Arcanobacterium haemolyticum,22976,positive,optimum,37.0,mesophilic
197,644284,strain,Arcanobacterium haemolyticum,8943,positive,growth,37,mesophilic
198,28264,species,Arcanobacterium haemolyticum,16491,positive,growth,35,mesophilic
198,28264,species,Arcanobacterium haemolyticum,16491,positive,growth,35-37,mesophilic
199,131112,species,Arcanobacterium phocae,3774,positive,growth,37,mesophilic
199,131112,species,Arcanobacterium phocae,39346,positive,growth,37,mesophilic
200,131112,species,Arcanobacterium phocae,3775,positive,growth,37,mesophilic
201,131112,species,Arcanobacterium phocae,3776,positive,growth,37,mesophilic
202,108028,species,Arcanobacterium pluranimalium,5060,positive,growth,37,mesophilic
202,108028,species,Arcanobacterium pluranimalium,35947,positive,growth,30,mesophilic
202,108028,species,Arcanobacterium pluranimalium,55474,positive,growth,37,mesophilic
203,149017,species,Arcanobacterium hippocoleae,5988,positive,growth,37,mesophilic
203,149017,species,Arcanobacterium hippocoleae,40653,positive,growth,37,mesophilic
203,149017,species,Arcanobacterium hippocoleae,56440,positive,growth,37,mesophilic
204,999183,species,Arcanobacterium canis,17844,positive,growth,37,mesophilic
204,999183,species,Arcanobacterium canis,37594,positive,growth,37,mesophilic
204,999183,species,Arcanobacterium canis,62657,positive,growth,37,mesophilic
205,2052,species,Mobiluncus mulieris,1210,positive,growth,37,mesophilic
206,585199,strain,Mobiluncus mulieris,17992,positive,growth,37,mesophilic
206,585199,strain,Mobiluncus mulieris,22975,positive,growth,35.0,mesophilic
206,585199,strain,Mobiluncus mulieris,22975,positive,growth,42.0,thermophilic
206,585199,strain,Mobiluncus mulieris,22975,no,growth,45.0,thermophilic
206,585199,strain,Mobiluncus mulieris,47098,positive,growth,37,mesophilic
207,144178,species,Mobiluncus holmesii,1211,positive,growth,37,mesophilic
207,144178,species,Mobiluncus holmesii,48016,positive,growth,37,mesophilic
208,585198,strain,Mobiluncus curtisii,16682,positive,growth,37,mesophilic
208,585198,strain,Mobiluncus curtisii,22975,positive,growth,35.0,mesophilic
208,585198,strain,Mobiluncus curtisii,22975,positive,growth,42.0,thermophilic
208,585198,strain,Mobiluncus curtisii,22975,no,growth,45.0,thermophilic
209,887899,strain,Mobiluncus holmesii,15870,positive,growth,37,mesophilic
209,887899,strain,Mobiluncus holmesii,22975,positive,growth,35.0,mesophilic
209,887899,strain,Mobiluncus holmesii,22975,positive,growth,42.0,thermophilic
209,887899,strain,Mobiluncus holmesii,22975,no,growth,45.0,thermophilic
210,1123488,strain,Varibaculum cambriense,6116,positive,growth,37,mesophilic
210,1123488,strain,Varibaculum cambriense,42112,positive,growth,37,mesophilic
210,1123488,strain,Varibaculum cambriense,56585,positive,growth,37,mesophilic
211,1661,species,Trueperella pyogenes,8942,positive,growth,37,mesophilic
212,1661,species,Trueperella pyogenes,40534,positive,growth,37,mesophilic
212,1661,species,Trueperella pyogenes,8977,positive,growth,37,mesophilic
213,59561,species,Trueperella bernardiae,3487,positive,growth,37,mesophilic
214,59561,species,Trueperella bernardiae,3488,positive,growth,37,mesophilic
214,59561,species,Trueperella bernardiae,40102,positive,growth,37,mesophilic
215,59561,species,Trueperella bernardiae,3489,positive,growth,37,mesophilic
216,312285,species,Trueperella bialowiezensis,6797,positive,growth,37,mesophilic
216,312285,species,Trueperella bialowiezensis,31626,positive,growth,37-40,
216,312285,species,Trueperella bialowiezensis,31626,positive,optimum,37,mesophilic
216,312285,species,Trueperella bialowiezensis,37486,positive,growth,37,mesophilic
216,312285,species,Trueperella bialowiezensis,62138,positive,growth,37,mesophilic
217,312286,species,Trueperella bonasi,6798,positive,growth,37,mesophilic
217,312286,species,Trueperella bonasi,31626,positive,growth,37,mesophilic
217,312286,species,Trueperella bonasi,31626,positive,optimum,37,mesophilic
217,312286,species,Trueperella bonasi,40027,positive,growth,37,mesophilic
217,312286,species,Trueperella bonasi,62137,positive,growth,37,mesophilic
218,445930,species,Trueperella abortisuis,8143,positive,growth,37,mesophilic
218,445930,species,Trueperella abortisuis,33644,positive,growth,37,mesophilic
218,445930,species,Trueperella abortisuis,61684,positive,growth,37,mesophilic
218,445930,species,Trueperella abortisuis,67770,positive,growth,37,mesophilic
219,592010,strain,Abiotrophia defectiva,3744,positive,growth,37,mesophilic
219,592010,strain,Abiotrophia defectiva,40579,positive,growth,37,mesophilic
220,1377,species,Aerococcus viridans,34498,positive,growth,30,mesophilic
220,1377,species,Aerococcus viridans,8590,positive,growth,30,mesophilic
221,655812,strain,Aerococcus viridans,36411,positive,growth,30,mesophilic
221,655812,strain,Aerococcus viridans,8745,positive,growth,30,mesophilic
221,655812,strain,Aerococcus viridans,44731,no,growth,22,psychrophilic
221,655812,strain,Aerococcus viridans,44731,positive,growth,37,mesophilic
221,655812,strain,Aerococcus viridans,44731,positive,growth,30-42,
221,655812,strain,Aerococcus viridans,67770,positive,growth,30,mesophilic
