ProteomeId	Organism	ncbiTaxID	Protein count	Domain
UP000000647	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	349124	2406	Bacteria
UP000000657	Frankia alni (strain ACN14a)	326424	6710	Bacteria
UP000000718	Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87)	289376	1982	Bacteria
UP000000719	Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562)	373903	2324	Bacteria
UP000000738	Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus)	465515	2207	Bacteria
UP000000756	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049)	380703	4121	Bacteria
UP000000771	Acidimicrobium ferrooxidans (strain DSM 10331 / JCM 15462 / NBRC 103882 / ICP)	525909	1935	Bacteria
UP000000798	Aquifex aeolicus (strain VF5)	224324	1553	Bacteria
UP000000814	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	272562	3847	Bacteria
UP000000815	Yersinia pestis	632	3909	Bacteria
UP000000822	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	221109	3490	Bacteria
UP000000841	Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / NBRC 12207 / P101)	471857	3828	Bacteria
UP000000849	Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134)	446466	3673	Bacteria
UP000000939	Arcobacter nitrofigilis (strain ATCC 33309 / DSM 7299 / CCUG 15893 / LMG 7604 / NCTC 12251 / CI) (Campylobacter nitrofigilis)	572480	3125	Bacteria
UP000000954	Cryptobacterium curtum (strain ATCC 700683 / DSM 15641 / CCUG 43107 / 12-3)	469378	1355	Bacteria
UP000001006	Shigella flexneri	623	4103	Bacteria
UP000001029	Elusimicrobium minutum (strain Pei191)	445932	1528	Bacteria
UP000001052	Desulfohalobium retbaense (strain ATCC 49708 / DSM 5692 / JCM 16813 / HR100)	485915	2500	Bacteria
UP000001062	Marinomonas mediterranea (strain ATCC 700492 / JCM 21426 / NBRC 103028 / MMB-1)	717774	4118	Bacteria
UP000001096	Afipia broomeae ATCC 49717	883078	4994	Bacteria
UP000001118	Nitratiruptor sp. (strain SB155-2)	387092	1843	Bacteria
UP000001172	Geobacillus kaustophilus (strain HTA426)	235909	3516	Bacteria
UP000001176	Gluconacetobacter diazotrophicus (strain ATCC 49037 / DSM 5601 / CCUG 37298 / CIP 103539 / LMG 7603 / PAl5)	272568	3783	Bacteria
UP000001203	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	43989	5239	Bacteria
UP000001213	Tsukamurella paurometabola (strain ATCC 8368 / DSM 20162 / CCUG 35730 / CIP 100753 / JCM 10117 / KCTC 9821 / NBRC 16120 / NCIMB 702349 / NCTC 13040) (Corynebacterium paurometabolum)	521096	4170	Bacteria
UP000001231	Kangiella koreensis (strain DSM 16069 / KCTC 12182 / SW-125)	523791	2630	Bacteria
UP000001302	Parvularcula bermudensis (strain ATCC BAA-594 / HTCC2503 / KCTC 12087)	314260	2687	Bacteria
UP000001362	Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455) (Ferrobacillus ferrooxidans (strain ATCC 23270))	243159	3120	Bacteria
UP000001366	Persephonella marina (strain DSM 14350 / EX-H1)	123214	2048	Bacteria
UP000001369	Sulfurihydrogenibium azorense (strain Az-Fu1 / DSM 15241 / OCM 825)	204536	1708	Bacteria
UP000001377	Eggerthella lenta (strain ATCC 25559 / DSM 2243 / CCUG 17323 / JCM 9979 / KCTC 3265 / NCTC 11813 / VPI 0255 / 1899 B) (Eubacterium lentum)	479437	3054	Bacteria
UP000001382	Geodermatophilus obscurus (strain ATCC 25078 / DSM 43160 / JCM 3152 / KCC A-0152 / KCTC 9177 / NBRC 13315 / NRRL B-3577 / G-20)	526225	4795	Bacteria
UP000001401	Evansella cellulosilytica (strain ATCC 21833 / DSM 2522 / FERM P-1141 / JCM 9156 / N-4) (Bacillus cellulosilyticus)	649639	4253	Bacteria
UP000001409	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	196164	2945	Bacteria
UP000001417	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	226900	5240	Bacteria
UP000001423	Prochlorococcus marinus (strain MIT 9313)	74547	2830	Bacteria
UP000001473	Corynebacterium kroppenstedtii (strain DSM 44385 / JCM 11950 / CIP 105744 / CCUG 35717)	645127	2018	Bacteria
UP000001508	Desulfurivibrio alkaliphilus (strain DSM 19089 / UNIQEM U267 / AHT2)	589865	2595	Bacteria
UP000001520	Deferribacter desulfuricans (strain DSM 14783 / JCM 11476 / NBRC 101012 / SSM1)	639282	2338	Bacteria
UP000001551	Ethanoligenens harbinense (strain DSM 18485 / JCM 12961 / CGMCC 1.5033 / YUAN-3)	663278	2663	Bacteria
UP000001601	Leeuwenhoekiella blandensis (strain CECT 7118 / CCUG 51940 / MED217) (Flavobacterium sp. (strain MED217))	398720	3687	Bacteria
UP000001625	Sideroxydans lithotrophicus (strain ES-1)	580332	2977	Bacteria
UP000001681	Exiguobacterium sibiricum (strain DSM 17290 / CIP 109462 / JCM 13490 / 255-15)	262543	3005	Bacteria
UP000001683	Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF)	457570	2847	Bacteria
UP000001727	Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109)	504474	2011	Bacteria
UP000001732	Coprothermobacter proteolyticus (strain ATCC 35245 / DSM 5265 / OCM 4 / BT)	309798	1481	Bacteria
UP000001822	Cytophaga hutchinsonii (strain ATCC 33406 / DSM 1761 / CIP 103989 / NBRC 15051 / NCIMB 9469 / D465)	269798	3771	Bacteria
UP000001868	Phenylobacterium zucineum (strain HLK1)	450851	3838	Bacteria
UP000001902	Acidaminococcus fermentans (strain ATCC 25085 / DSM 20731 / CCUG 9996 / CIP 106432 / VR4)	591001	2016	Bacteria
UP000001916	Meiothermus silvanus (strain ATCC 700542 / DSM 9946 / VI-R2) (Thermus silvanus)	526227	3383	Bacteria
UP000001917	Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC 27009 / DSM 446 / BCRC 14685 / JCM 5260 / KCTC 1825 / NBRC 15652 / NCIMB 11725 / NRRL B-14509 / 104-IA) (Bacillus acidocaldarius)	521098	3059	Bacteria
UP000001918	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	471852	4888	Bacteria
UP000001919	Brachybacterium faecium (strain ATCC 43885 / DSM 4810 / JCM 11609 / LMG 19847 / NBRC 14762 / NCIMB 9860 / 6-10)	446465	3062	Bacteria
UP000001933	Syntrophus aciditrophicus (strain SB)	56780	3145	Bacteria
UP000001937	Frankia casuarinae (strain DSM 45818 / CECT 9043 / CcI3)	106370	4441	Bacteria
UP000001947	Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024)	203122	3999	Bacteria
UP000001953	Nitrobacter hamburgensis (strain DSM 10229 / NCIMB 13809 / X14)	323097	4243	Bacteria
UP000001973	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	100226	8038	Bacteria
UP000001982	Shewanella denitrificans (strain OS217 / ATCC BAA-1090 / DSM 15013)	318161	3727	Bacteria
UP000001991	Limosilactobacillus reuteri (strain DSM 20016) (Lactobacillus reuteri)	557436	1865	Bacteria
UP000002008	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)	324602	3850	Bacteria
UP000002011	Dyadobacter fermentans (strain ATCC 700827 / DSM 18053 / CIP 107007 / KCTC 52180 / NS114)	471854	5703	Bacteria
UP000002012	Denitrovibrio acetiphilus (strain DSM 12809 / NBRC 114555 / N2460)	522772	2901	Bacteria
UP000002015	Shewanella sediminis (strain HAW-EB3)	425104	4493	Bacteria
UP000002016	Pseudothermotoga lettingae (strain ATCC BAA-301 / DSM 14385 / NBRC 107922 / TMO) (Thermotoga lettingae)	416591	2040	Bacteria
UP000002026	Slackia heliotrinireducens (strain ATCC 29202 / DSM 20476 / NCTC 11029 / RHS 1) (Peptococcus heliotrinreducens)	471855	2750	Bacteria
UP000002027	Sphaerobacter thermophilus (strain DSM 20745 / S 6022)	479434	3471	Bacteria
UP000002030	Thermanaerovibrio acidaminovorans (strain ATCC 49978 / DSM 6589 / Su883) (Selenomonas acidaminovorans)	525903	1737	Bacteria
UP000002032	Escherichia coli (strain B / BL21-DE3)	469008	4156	Bacteria
UP000002043	Thermocrinis albus (strain DSM 14484 / JCM 11386 / HI 11/12)	638303	1592	Bacteria
UP000002077	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CIP 107346 / CN-1) (Corynebacterium nigricans)	548476	2528	Bacteria
UP000002145	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum)	203119	3105	Bacteria
UP000002171	Neptuniibacter caesariensis	207954	3687	Bacteria
UP000002194	Desulfovibrio vulgaris (strain ATCC 29579 / DSM 644 / NCIMB 8303 / VKM B-1760 / Hildenborough)	882	3518	Bacteria
UP000002207	Acidobacterium capsulatum (strain ATCC 51196 / DSM 11244 / BCRC 80197 / JCM 7670 / NBRC 15755 / NCIMB 13165 / 161)	240015	3363	Bacteria
UP000002209	Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505)	379066	3932	Bacteria
UP000002216	Desulfomicrobium baculatum (strain DSM 4028 / VKM B-1378 / X) (Desulfovibrio baculatus)	525897	3421	Bacteria
UP000002222	Sulfurospirillum deleyianum (strain ATCC 51133 / DSM 6946 / 5175)	525898	2243	Bacteria
UP000002257	Methylocella silvestris (strain DSM 15510 / CIP 108128 / LMG 27833 / NCIMB 13906 / BL2)	395965	3816	Bacteria
UP000002297	Croceibacter atlanticus (strain ATCC BAA-628 / HTCC2559 / KCTC 12090)	216432	2702	Bacteria
UP000002357	Streptomyces clavuligerus	1901	7290	Bacteria
UP000002372	Thiomonas arsenitoxydans (strain DSM 22701 / CIP 110005 / 3As)	426114	3519	Bacteria
UP000002377	Thermincola potens (strain JR)	635013	2908	Bacteria
UP000002382	Kosmotoga olearia (strain ATCC BAA-1733 / DSM 21960 / TBF 19.5.1)	521045	2087	Bacteria
UP000002411	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680)	431943	3828	Bacteria
UP000002415	Fervidobacterium nodosum (strain ATCC 35602 / DSM 5306 / Rt17-B1)	381764	1725	Bacteria
UP000002431	Deinococcus geothermalis (strain DSM 11300 / AG-3a)	319795	3006	Bacteria
UP000002440	Methylobacillus flagellatus (strain KT / ATCC 51484 / DSM 6875)	265072	2609	Bacteria
UP000002484	Frankia inefficax (strain DSM 45817 / CECT 9037 / EuI1c)	298654	7079	Bacteria
UP000002528	Pelagibacter ubique (strain HTCC1062)	335992	1354	Bacteria
UP000002534	Syntrophotalea carbinolica (strain DSM 2380 / NBRC 103641 / GraBd1) (Pelobacter carbinolicus)	338963	3292	Bacteria
UP000002574	Hydrogenobacter thermophilus (strain DSM 6534 / IAM 12695 / TK-6)	608538	1892	Bacteria
UP000002588	Azoarcus sp. (strain BH72)	418699	3981	Bacteria
UP000002601	Maridesulfovibrio salexigens (strain ATCC 14822 / DSM 2638 / NCIMB 8403 / VKM B-1763) (Desulfovibrio salexigens)	526222	3807	Bacteria
UP000002620	Ammonifex degensii (strain DSM 10501 / KC4)	429009	2077	Bacteria
UP000002631	Metamycoplasma hominis (strain ATCC 23114 / DSM 25592 / NBRC 14850 / NCTC 10111 / PG21) (Mycoplasma hominis)	347256	529	Bacteria
UP000002696	Brevundimonas subvibrioides (strain ATCC 15264 / DSM 4735 / LMG 14903 / NBRC 16000 / CB 81) (Caulobacter subvibrioides)	633149	3326	Bacteria
UP000002706	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	246194	2615	Bacteria
UP000002709	Chlorobium luteolum (strain DSM 273 / BCRC 81028 / 2530) (Pelodictyon luteolum)	319225	2075	Bacteria
UP000002714	Sulfurimonas denitrificans (strain ATCC 33889 / DSM 1251) (Thiomicrospira denitrificans (strain ATCC 33889 / DSM 1251))	326298	2084	Bacteria
UP000002730	Clostridium cellulovorans (strain ATCC 35296 / DSM 3052 / OCM 3 / 743B)	573061	4211	Bacteria
UP000002745	Hirschia baltica (strain ATCC 49814 / DSM 5838 / IFAM 1418)	582402	3187	Bacteria
UP000002861	Phocaeicola vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / CCUG 4940 / NBRC 14291 / NCTC 11154) (Bacteroides vulgatus)	435590	3982	Bacteria
UP000002895	Enterococcus hirae (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399 / NBRC 3181 / NCIMB 6459 / NCDO 1258 / NCTC 12367 / WDCM 00089 / R)	768486	2743	Bacteria
UP000002931	Maritimibacter alkaliphilus HTCC2654	314271	4692	Bacteria
UP000002939	Granulicatella elegans ATCC 700633	626369	1562	Bacteria
UP000003028	Erysipelothrix rhusiopathiae ATCC 19414	525280	1644	Bacteria
UP000003157	Coprobacillus cateniformis	100884	3839	Bacteria
UP000003226	Rhodanobacter spathiphylli B39	1163407	3438	Bacteria
UP000003340	[Clostridium] methylpentosum DSM 5476	537013	3907	Bacteria
UP000003416	Bacteroides fluxus YIT 12057	763034	3920	Bacteria
UP000003494	Shuttleworthia satelles DSM 14600	626523	2247	Bacteria
UP000003544	Methylophaga aminisulfidivorans MP	1026882	3174	Bacteria
UP000003560	Collinsella stercoris DSM 13279	445975	2527	Bacteria
UP000003635	Oceanicola granulosus (strain ATCC BAA-861 / DSM 15982 / KCTC 12143 / HTCC2516)	314256	3791	Bacteria
UP000003675	Limosilactobacillus antri DSM 16041	525309	2224	Bacteria
UP000003730	Bizionia argentinensis JUB59	1046627	2926	Bacteria
UP000003764	Aerococcus viridans (strain ATCC 11563 / DSM 20340 / CCUG 4311 / JCM 20461 / NBRC 12219 / NCTC 8251 / M1)	655812	1929	Bacteria
UP000003828	Arthrobacter globiformis NBRC 12137	1077972	4524	Bacteria
UP000003844	Gillisia limnaea (strain DSM 15749 / LMG 21470 / R-8282)	865937	3411	Bacteria
UP000003919	Algoriphagus machipongonensis	388413	3932	Bacteria
UP000004069	Lactobacillus amylolyticus DSM 11664	585524	1684	Bacteria
UP000004080	Fictibacillus macauensis ZFHKF-1	1196324	3850	Bacteria
UP000004090	Amedibacillus dolichus DSM 3991	428127	2311	Bacteria
UP000004115	Lactobacillus iners DSM 13335	525328	1214	Bacteria
UP000004162	Chlorobium ferrooxidans DSM 13031	377431	2158	Bacteria
UP000004218	Corynebacterium matruchotii ATCC 14266	553207	2619	Bacteria
UP000004263	Bermanella marisrubri	207949	3303	Bacteria
UP000004291	Hoeflea phototrophica (strain DSM 17068 / NCIMB 14078 / DFL-43)	411684	4185	Bacteria
UP000004310	Fulvimarina pelagi HTCC2506	314231	3739	Bacteria
UP000004318	Pseudooceanicola batsensis (strain ATCC BAA-863 / DSM 15984 / KCTC 12145 / HTCC2597) (Oceanicola batsensis)	252305	4193	Bacteria
UP000004367	Mobilicoccus pelagius NBRC 104925	1089455	3112	Bacteria
UP000004374	Rheinheimera nanhaiensis E407-8	562729	3730	Bacteria
UP000004478	Cecembia lonarensis LW9	1225176	4213	Bacteria
UP000004528	Weissella paramesenteroides ATCC 33313	585506	1952	Bacteria
UP000004671	Caldithrix abyssi DSM 13497	880073	3674	Bacteria
UP000004754	Pseudoramibacter alactolyticus ATCC 23263	887929	2514	Bacteria
UP000004778	Actinomyces urogenitalis DSM 15434	525246	2394	Bacteria
UP000004793	Caldisericum exile (strain DSM 21853 / NBRC 104410 / AZM16c01)	511051	1566	Bacteria
UP000004830	Collinsella tanakaei YIT 12063	742742	2204	Bacteria
UP000004837	Methylacidiphilum fumariolicum (strain SolV)	1156937	2208	Bacteria
UP000004870	Cardiobacterium hominis (strain ATCC 15826 / DSM 8339 / NCTC 10426 / 6573)	638300	2580	Bacteria
UP000004910	[Clostridium] spiroforme DSM 1552	428126	2358	Bacteria
UP000004946	Parascardovia denticolens DSM 10105 = JCM 12538	864564	1679	Bacteria
UP000004947	Lentisphaera araneosa HTCC2155	313628	4982	Bacteria
UP000004949	Gluconobacter morbifer G707	1088869	2846	Bacteria
UP000005019	Methyloversatilis universalis (strain ATCC BAA-1314 / JCM 13912 / FAM5)	1000565	3919	Bacteria
UP000005087	Saccharomonospora glauca K62	928724	4239	Bacteria
UP000005139	Thermosinus carboxydivorans Nor1	401526	2738	Bacteria
UP000005143	Patulibacter medicamentivorans	1097667	4372	Bacteria
UP000005178	Anaerofustis stercorihominis DSM 17244	445971	2331	Bacteria
UP000005244	Peptoanaerobacter stomatis	796937	2275	Bacteria
UP000005275	Marichromatium purpuratum 984	765910	3249	Bacteria
UP000005289	Thioalkalivibrio paradoxus ARh 1	713585	3398	Bacteria
UP000005324	Roseomonas cervicalis ATCC 49957	525371	4774	Bacteria
UP000005392	Fusobacterium nucleatum subsp. animalis ATCC 51191	997347	2777	Bacteria
UP000005435	Acetivibrio clariflavus (strain DSM 19732 / NBRC 101661 / EBR45) (Clostridium clariflavum)	720554	3774	Bacteria
UP000005439	Sulfobacillus acidophilus (strain ATCC 700253 / DSM 10332 / NAL)	679936	3444	Bacteria
UP000005496	Desulfonatronospira thiodismutans ASO3-1	555779	3577	Bacteria
UP000005540	Sulfurihydrogenibium yellowstonense SS-5	432331	1670	Bacteria
UP000005551	Nitritalea halalkaliphila LW7	1189621	3102	Bacteria
UP000005561	Marvinbryantia formatexigens DSM 14469	478749	4894	Bacteria
UP000005631	Owenweeksia hongkongensis (strain DSM 17368 / CIP 108786 / JCM 12287 / NRRL B-23963 / UST20020801)	926562	3471	Bacteria
UP000005695	Desulfuromonas acetoxidans (strain DSM 684 / 11070)	281689	3204	Bacteria
UP000005707	Haloplasma contractile SSD-17B	1033810	3019	Bacteria
UP000005714	Brevibacterium mcbrellneri ATCC 49030	585530	2432	Bacteria
UP000005723	Serratia odorifera DSM 4582	667129	5121	Bacteria
UP000005737	Leptonema illini DSM 21528	929563	4129	Bacteria
UP000005778	Desulfobacter postgatei 2ac9	879212	3396	Bacteria
UP000005785	Myroides odoratus DSM 2801	929704	3687	Bacteria
UP000005798	Erysipelatoclostridium ramosum DSM 1402	445974	3166	Bacteria
UP000005868	Thermovirga lienii (strain ATCC BAA-1197 / DSM 17291 / Cas60314)	580340	1853	Bacteria
UP000005926	Granulicatella adiacens ATCC 49175	638301	1920	Bacteria
UP000005938	Imtechella halotolerans K1	946077	2694	Bacteria
UP000005947	Fannyhessea vaginae DSM 15829	525256	1243	Bacteria
UP000005953	Reinekea blandensis MED297	314283	4236	Bacteria
UP000005954	Roseovarius nubinhibens (strain ATCC BAA-591 / DSM 15170 / ISM)	89187	3545	Bacteria
UP000006001	Slackia exigua (strain ATCC 700122 / DSM 15923 / CIP 105133 / JCM 11022 / KCTC 5966 / S-7)	649764	2027	Bacteria
UP000006036	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847	537971	2315	Bacteria
UP000006051	Ornithobacterium rhinotracheale (strain ATCC 51463 / DSM 15997 / CCUG 23171 / CIP 104009 / LMG 9086)	867902	2138	Bacteria
UP000006054	Bernardetia litoralis (strain ATCC 23117 / DSM 6794 / NBRC 15988 / NCIMB 1366 / Fx l1 / Sio-4) (Flexibacter litoralis)	880071	3832	Bacteria
UP000006056	Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63)	926566	3936	Bacteria
UP000006061	Acetomicrobium mobile (strain ATCC BAA-54 / DSM 13181 / JCM 12221 / NGA) (Anaerobaculum mobile)	891968	2004	Bacteria
UP000006062	Thiocystis violascens (strain ATCC 17096 / DSM 198 / 6111) (Chromatium violascens)	765911	4192	Bacteria
UP000006069	Slackia piriformis YIT 12062	742818	1794	Bacteria
UP000006073	Indibacter alkaliphilus (strain CCUG 57479 / KCTC 22604 / LW1)	1189612	4650	Bacteria
UP000006078	Corynebacterium otitidis ATCC 51513	883169	1846	Bacteria
UP000006135	Acidithiobacillus caldus (strain SM-1)	990288	3062	Bacteria
UP000006230	Salipiger bermudensis (strain DSM 26914 / JCM 13377 / KCTC 12554 / HTCC2601) (Pelagibaca bermudensis)	314265	5420	Bacteria
UP000006242	Salinisphaera shabanensis E1L3A	1033802	3406	Bacteria
UP000006265	Mycolicibacterium hassiacum (strain DSM 44199 / CIP 105218 / JCM 12690 / 3849) (Mycobacterium hassiacum)	1122247	4959	Bacteria
UP000006286	Alcanivorax dieselolei (strain DSM 16502 / CGMCC 1.3690 / MCCC 1A00001 / B-5)	930169	4388	Bacteria
UP000006315	Schinkia azotoformans LMG 9581	1131731	4207	Bacteria
UP000006316	Neobacillus bataviensis LMG 21833	1117379	5206	Bacteria
UP000006322	Paraglaciecola polaris LMG 21857	1129793	4728	Bacteria
UP000006327	Paraglaciecola arctica BSs20135	493475	5330	Bacteria
UP000006334	Aliiglaciecola lipolytica E3	1127673	4327	Bacteria
UP000006365	Desulfobulbus propionicus (strain ATCC 33891 / DSM 2032 / VKM B-1956 / 1pr3)	577650	3259	Bacteria
UP000006388	Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis)	375286	3695	Bacteria
UP000006431	Sulfurimonas gotlandica (strain DSM 19862 / JCM 16533 / GD1)	929558	2865	Bacteria
UP000006461	Modestobacter marinus	477641	5435	Bacteria
UP000006554	Roseiflexus sp. (strain RS-1)	357808	4494	Bacteria
UP000006556	Pelotomaculum thermopropionicum (strain DSM 13744 / JCM 10971 / SI)	370438	2884	Bacteria
UP000006583	Thermodesulfobacterium geofontis (strain OPF15)	795359	1594	Bacteria
UP000006589	Methylobacterium radiotolerans (strain ATCC 27329 / DSM 1819 / JCM 2831 / NBRC 15690 / NCIMB 10815 / 0-1)	426355	6388	Bacteria
UP000006621	Flexistipes sinusarabici (strain ATCC 49648 / DSM 4947 / MAS 10)	717231	2185	Bacteria
UP000006637	Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129 / PRD-1)	266117	3127	Bacteria
