Name	Strain	Temp	Source_ID
Microcystis aeruginosa	Ks05TA3	20 C	NIES-2482
Microcystis aeruginosa	Ks05TA4	20 C	NIES-2483
Microcystis aeruginosa	Ks05TA5	20 C	NIES-2484
Microcystis aeruginosa	Ks05TA6	20 C	NIES-2485
Microcystis aeruginosa	Ks05TA21	20 C	NIES-2486
Microcystis aeruginosa	Ks05TA23	20 C	NIES-2487
Microcystis aeruginosa	Ks05TA32	20 C	NIES-2488
Microcystis aeruginosa	Ks05TA35	20 C	NIES-2489
Microcystis aeruginosa	Ks05TA37	20 C	NIES-2490
Microcystis aeruginosa	Ks05TA52	20 C	NIES-2491
Microcystis aeruginosa	Ks05TA56	20 C	NIES-2492
Microcystis aeruginosa	Ki05TA10	20 C	NIES-2493
Microcystis aeruginosa	Ki05TA11	20 C	NIES-2494
Microcystis aeruginosa	Kw05YA03	20 C	NIES-2495
Microcystis aeruginosa	Kw05YA04	20 C	NIES-2496
Microcystis aeruginosa	Kw-5	20 C	NIES-2544
Microcystis aeruginosa	SA-1	20 C	NIES-2545
Microcystis aeruginosa	Ks05IS01	20 C	NIES-2546
Microcystis aeruginosa	Ks05IS04	20 C	NIES-2547
Microcystis aeruginosa	Ks05IS14	20 C	NIES-2548
Microcystis aeruginosa	Ks05TA38	20 C	NIES-2549
Microcystis aeruginosa	Ki05TA05	20 C	NIES-2550
Microcystis aeruginosa	Kw05TA03	20 C	NIES-2551
Microcystis aeruginosa	Kw05TA04	20 C	NIES-2552
Microcystis aeruginosa	Ks05YA03	20 C	NIES-2553
Microcystis aeruginosa	Tw05AK01	20 C	NIES-2554
Microcystis aeruginosa	Tw05AK02	20 C	NIES-2555
Microcystis aeruginosa	Tw05AK10	20 C	NIES-2556
Microcystis aeruginosa	Tw05AK11	20 C	NIES-2557
Microcystis aeruginosa	Iw05FU01	20 C	NIES-2558
Microcystis aeruginosa	Iw05FU08	20 C	NIES-2559
Microcystis aeruginosa	Ii05Yo01	20 C	NIES-2560
Microcystis aeruginosa	In05Yo05	20 C	NIES-2561
Microcystis aeruginosa	Sw-7	20 C	NIES-2591
Microcystis aeruginosa	Ks05TA28	20 C	NIES-2592
Microcystis aeruginosa	Ks05TA53	20 C	NIES-2593
Microcystis aeruginosa	Ki05TA03	20 C	NIES-2594
Microcystis aeruginosa	Sn05Mb06	20 C	NIES-2595
Microcystis aeruginosa	Ks07TS20	20 C	NIES-2596
Microcystis aeruginosa	Ks07TS27	20 C	NIES-2597
Microcystis aeruginosa	Kn07TS91	20 C	NIES-2598
Microcystis aeruginosa	Ks07TS123	20 C	NIES-2599
Microcystis aeruginosa	Ks07TS137	20 C	NIES-2600
Microcystis aeruginosa	Ks07TS159	20 C	NIES-2601
Microcystis aeruginosa	Ii07Yo01	20 C	NIES-2602
Microcystis aeruginosa	Sw07Hb06	20 C	NIES-2603
Microcystis aeruginosa	Bv07BH03	20 C	NIES-2604
Microcystis aeruginosa	Rs08NA05	20 C	NIES-2605
Microcystis aeruginosa	Ks08TS05	20 C	NIES-2606
Microcystis aeruginosa	Ks08TS06	20 C	NIES-2607
Microcystis aeruginosa	Ks08YA15	20 C	NIES-2608
Microcystis aeruginosa	Ks08YA25	20 C	NIES-2609
Microcystis aeruginosa	An08Hj03	20 C	NIES-2610
Microcystis aeruginosa	As08Fu06	20 C	NIES-2611
Microcystis aeruginosa	As08Gb10	20 C	NIES-2612
Microcystis aeruginosa	Aw08Fu02	20 C	NIES-2613
Pyrobotrys squarrosa	KrCl905	20 C	NIES-2564
Vaucheria frigida	bb1	20 C	NIES-2614
Vaucheria frigida	bb2	20 C	NIES-2615
Vaucheria frigida	bf	20 C	NIES-2616
Microcystis aeruginosa	Ks05IS12	20 C	NIES-2617
Microcystis aeruginosa	Ks05IS17	20 C	NIES-2618
Microcystis aeruginosa	Sn05Hb06	20 C	NIES-2619
Microcystis aeruginosa	Ks07TS13	20 C	NIES-2620
Microcystis aeruginosa	Kw07TS101	20 C	NIES-2621
Microcystis aeruginosa	Ks07TS127	20 C	NIES-2622
Microcystis aeruginosa	Hw07SP01	20 C	NIES-2623
Microcystis aeruginosa	Bi07BH01	20 C	NIES-2624
Microcystis aeruginosa	SKw08Ya04	20 C	NIES-2625
Microcystis aeruginosa	Ks08YA11	20 C	NIES-2626
Microcystis aeruginosa	Ai08Fu01	20 C	NIES-2627
Microcystis aeruginosa	As08Gb04	20 C	NIES-2628
Microcystis aeruginosa	As08Hj03	20 C	NIES-2629
Unidentified pedinophyte	TKB-361; YPF 701	20 C	NIES-2566
Mataza hastifera	TKB-359	20 C	NIES-2568
Chattonella subsalsa	BGB2	20 C	NIES-2633
Chattonella subsalsa		20 C	NIES-2634
Paulinella chromatophora	FK01	20 C	NIES-2635
Chantransia macrospora	3-AB	20 C	NIES-2636
Symbiodinium sp.	Bise07	20 C	NIES-2638
Symbiodinium sp.	Odo06	20 C	NIES-2639
Symbiodinium sp.	Oku01	20 C	NIES-2640
Symbiodinium sp.	Oku03	20 C	NIES-2641
Symbiodinium sp.	Oku05	20 C	NIES-2642
Symbiodinium sp.	Oku12	20 C	NIES-2643
Trentepohlia arborum	Handa-855-a	20 C	NIES-2648
Trentepohlia aurea	Handa-838-a	20 C	NIES-2649
Trentepohlia aurea	Handa-839-a	20 C	NIES-2650
Trentepohlia aurea	Handa-840-a	20 C	NIES-2651
Trentepohlia aurea	Handa-843-b	20 C	NIES-2652
Chloromonas pseudoplatyrhyncha	HjCl-3	20 C	NIES-2563
Triparma laevis	TOY-0807	5 C	NIES-2565
Chattonella marina	CaA 24808	20 C	NIES-2659
Chattonella marina	CmA 10707	20 C	NIES-2660
Volvulina compacta	TN-0205-2-Pn-1	20 C	NIES-2567
Chara braunii	CH-90	22 C	NIES-2661
Corynoplastis japonica	TB4-T2	20 C	NIES-2662
Amphidinium sp.	KCA09051	20 C	NIES-2663
Amphidinium sp.	KCA09053	20 C	NIES-2664
Umezakia natans	TAC611	20 C	NIES-2665
Volvox ovalis	Volvox ovalis	22 C	NIES-2569
Closterium peracerosum-strigosum-littorale complex	kodama20	22 C	NIES-2666
Penium margaritaceum	izu84-10	22 C	NIES-2667
Eucampia sp.		15 C	NIES-2668
Chlamydomonas pseudoplanoconvexa	IiS0801D6	20 C	NIES-2570
Bathycoccus prasinos	RD010614-71-3	15 C	NIES-2670
Micromonas commoda	NOUM17	20 C	NIES-2672
Ostreococcus tauri	OTTH 0595	20 C	NIES-2673
Ostreococcus sp.	Eum16BBL_clonal	20 C	NIES-2674
Bigelowiella natans	PROSOPE_153-1	20 C	NIES-2677
Triparma pacifica	OLI 31 SE3	20 C	NIES-2682
Florenciella parvula	RA000412-1-1	15 C	NIES-2684
Mesopedinella arctica	PROSOPE_2	20 C	NIES-2687
Pelagomonas calceolata	MAXEuk 72	20 C	NIES-2689
Pelagomonas calceolata	REDSEA2C	20 C	NIES-2690
Pelagomonas calceolata	OLI120FC	20 C	NIES-2691
Phaeomonas sp.	BL_149-10	20 C	NIES-2693
Calcidiscus leptoporus	AC370	15 C	NIES-2694
Calcidiscus leptoporus	NS10-2(N)	15 C	NIES-2695
Coccolithus braarudii	AC400	15 C	NIES-2696
Emiliania huxleyi	AC472	15 C	NIES-2697
Gephyrocapsa oceanica	AC279	15 C	NIES-2699
Gephyrocapsa oceanica	ARC1(N)	15 C	NIES-2700
Umbilicosphaera hulburtiana	AC437	15 C	NIES-2707
Monoraphidium convolutum	KR 1981/262	15 C	NIES-2708
Raphidocelis subcapitata	CB 2009/37	15 C	NIES-2709
Raphidocelis subcapitata	KR 1991/19	15 C	NIES-2710
Selenastrum gracile	KR 1981/231	15 C	NIES-2711
Tetranephris brasiliensis	KR 1989/26	15 C	NIES-2712
Pseudococcomyxa simplex	KR 1988/12	15 C	NIES-2713
Watanabea reniformis	KR 1988/1	15 C	NIES-2714
Psammoneis sp.		15 C	NIES-2747
Chlamydomonas sp.	MH 334	20 C	NIES-2748
Nephroselmis sp.	MH 331	20 C	NIES-2749
Prasinoderma sp.	MH 346	20 C	NIES-2750
Pycnococcus sp.	MH 318	20 C	NIES-2751
Pycnococcus sp.	MH 326	20 C	NIES-2752
Pycnococcus sp.	MH 337	20 C	NIES-2753
Pycnococcus sp.	MH 409	15 C	NIES-2754
Chloropicon roscoffensis	MH 317	20 C	NIES-2755
Chloroparvula sp.	MH 335	20 C	NIES-2756
Unidentified coccoid	MH 338	20 C	NIES-2757
Chloroparvula japonica	MH 340	20 C	NIES-2758
Unidentified coccoid	MH 395	15 C	NIES-2759
Unidentified coccoid	MH 406	15 C	NIES-2760
Chlorella sp.	MH 343	20 C	NIES-2761
Nannochloris sp.	MH 368	20 C	NIES-2762
Picochlorum sp.	MH 374	20 C	NIES-2763
Gambierdiscus sp.	MH 424 n1	22 C	NIES-2764
Gambierdiscus sp.	MH 424 n2	22 C	NIES-2765
Lepidodinium sp.	MH 355	15 C	NIES-2766
Lepidodinium sp.	MH 358	15 C	NIES-2767
Lepidodinium sp.	MH 359	15 C	NIES-2768
Lepidodinium sp.	MH 360	15 C	NIES-2769
Pelagomonas sp.	MH 304	20 C	NIES-2770
Unidentified coccoid	MH 316	20 C	NIES-2771
Unidentified coccoid	MH 388	15 C	NIES-2772
Pavlova sp.	MH 336	20 C	NIES-2773
Calyptrosphaera sphaeroidea	MH 310	20 C	NIES-2774
Calyptrosphaera sphaeroidea	MH 311	20 C	NIES-2775
Calyptrosphaera sp.	MH 333	20 C	NIES-2776
Emiliania huxleyi	MH 350	15 C	NIES-2777
Emiliania huxleyi	MH 352	15 C	NIES-2778
Dicrateria rotunda	MH 305	20 C	NIES-2779
Dicrateria rotunda	MH 403	15 C	NIES-2780
Ochrosphaera sp.	MH 393	15 C	NIES-2781
Hemiselmis andersenii		20 C	NIES-2716
Achnanthidium convergens	K28-2	15 C	NIES-2717
Craticula molestiformis	K5-9	15 C	NIES-2718
Craticula molestiformis	K23-7	15 C	NIES-2719
Eolimna minima	K6-3	15 C	NIES-2720
Eolimna subminuscula	K14-2	15 C	NIES-2721
Fistulifera saprophila	K10-3	15 C	NIES-2722
Gomphonema parvulum	U24-8	15 C	NIES-2723
Mayamaea permitis	K11-8	15 C	NIES-2724
Mayamaea permitis	K11-11	15 C	NIES-2725
Nitzschia palea	K23-4	15 C	NIES-2726
Nitzschia palea	KD1	15 C	NIES-2727
Nitzschia palea	PD3	15 C	NIES-2728
Nitzschia palea	U3-3	15 C	NIES-2729
Planothidium frequentissimum	K6-10	15 C	NIES-2730
Planothidium lanceolatum	K28-9	15 C	NIES-2731
Sellaphora seminulum	K14-4	15 C	NIES-2732
Sellaphora seminulum	U1-5	15 C	NIES-2733
Eudorina sp.	2006-703-Eu-14	20 C	NIES-2734
Eudorina sp.	2006-703-Eu-15	20 C	NIES-2735
Volvox ferrisii	40225-VG-17	20 C	NIES-2736
Volvox ferrisii	2004-706-Vx2	20 C	NIES-2737
Volvox ferrisii	I-he	20 C	NIES-2738
Volvox ferrisii	I-ro	20 C	NIES-2739
Volvox kirkiorum	2006-728-2-B8	20 C	NIES-2740
Chara braunii	CH-069	20 C	NIES-2805
Chara braunii	CH-165	20 C	NIES-2808
Nitella comptonii	CH-256	20 C	NIES-2821
Pycnococcus sp.	NY0201	15 C	NIES-2741
Bulboplastis apyrenoidosa	AYCC 11 (Iriomote strain)	20 C	NIES-2742
Microglena media	HcCl-5-3	20 C	NIES-2743
Microglena opisthopyren	TkS0811B3	20 C	NIES-2744
Skeletonema ardens	FDK005	15 C	NIES-2837
Skeletonema costatum	FDK009	15 C	NIES-2838
Skeletonema dohrnii	FDK033	15 C	NIES-2839
Skeletonema grevillei	FOK053	20 C	NIES-2840
Skeletonema japonicum	FDK157	15 C	NIES-2841
Skeletonema menzelii	FDK222	15 C	NIES-2842
Skeletonema pseudocostatum	FDK225	15 C	NIES-2843
Skeletonema tropicum	FDK202	20 C	NIES-2844
Allapsa brevifila	F2	20 C	NIES-2846
Chlamydomonas sp.	YF261	20 C	NIES-2848
Chlorococcum sp.	RK261	20 C	NIES-2849
Chlorococcum sp.	YF282	20 C	NIES-2850
Chlorococcum sp.	YF382	20 C	NIES-2851
Esquamula lacrimiformis	YPF708	20 C	NIES-2745
Symbiodinium sp.	DemSym1	20 C	NIES-2746
Calyptrosphaera sphaeroidea	nak-27	20 C	NIES-2854
Tetraselmis sp.	PK-2; nak-13	20 C	NIES-2855
Tetraselmis sp.	nak-15	20 C	NIES-2856
Heterosigma akashiwo	TAP110 DA36	20 C	NIES-2857
Bangiopsis sp.	AYCC550; OK6OH11C4 Rhodo16	20 C	NIES-2858
Ophiocytium sp.	XH-1; nak-8	20 C	NIES-2859
Vacuoliviride crystalliferum	nak-9	20 C	NIES-2860
Chloromonas kasaiae	EbCl-8	20 C	NIES-2862
Gonium pectorale	K3-F3-4	20 C	NIES-2863
Nephroselmis sp.	PWA-1	20 C	NIES-2864
Nephroselmis sp.	PWA-2	20 C	NIES-2865
Nephroselmis sp.	PWA-4	20 C	NIES-2866
Nephroselmis clavistella	Gi134Np	20 C	NIES-2867
Planktothrix raciborskii	20081009-1	20 C	NIES-2871
Calyptrosphaera oblonga	TMR8	20 C	NIES-2872
Emiliania huxleyi	NG-26	20 C	NIES-2873
Emiliania huxleyi	OG-9	20 C	NIES-2874
Gephyrocapsa oceanica	OG-5	20 C	NIES-2875
Syracosphaera pulchra	TMR16	20 C	NIES-2876
Syracosphaera pulchra	TMR18	20 C	NIES-2877
Umbilicosphaera foliosa	OG-1	20 C	NIES-2878
Umbilicosphaera hulburtiana	OG-2	20 C	NIES-2879
Prochlorococcus marinus	SS120-04/95	20 C	NIES-2880
Prochlorococcus sp.	NATL1-M98; FP12	20 C	NIES-2881
Prochlorococcus sp.	TATL2; EUM17	20 C	NIES-2882
Prochlorococcus sp.	TATL4-C1	20 C	NIES-2883
Prochlorococcus sp.	SB-3C1	20 C	NIES-2884
Prochlorococcus sp.	EQPAC1-C	20 C	NIES-2885
Prochlorococcus sp.	GP2	20 C	NIES-2886
Prochlorococcus sp.	MIT9313	20 C	NIES-2887
Prochlorococcus sp.	REDSEA_12-2; EILAT_12-2	20 C	NIES-2888
Chrysamoeba radians	M-226	20 C	NIES-2890
Paramecium bursaria	M-230	20 C	NIES-2891
Haematococcus sp.	M-233	20 C	NIES-2892
Pycnococcus provasolii	WK sort3	20 C	NIES-2893
Picochlorum sp.	WKsort4	20 C	NIES-2894
Ostreococcus lucimarinus	WK sort12	20 C	NIES-2895
Mychonastes afer	KAS sort7	20 C	NIES-2897
Carteria sp.	isolation4	20 C	NIES-2898
Mychonastes sp.	isolation19	20 C	NIES-2900
Pseudodictyosphaerium sp.	isolation20	20 C	NIES-2901
Chlorella sp.	isolation28	20 C	NIES-2902
Durusdinium trenchii	S24E_D1	20 (25) C	NIES-2907
Microcystis aeruginosa	M228; MaLS228-1	20 C	NIES-3349
Ostreopsis cf. ovata	s0752	20 C	NIES-3351
Hemistasia phaeocystidicola	YPF1303	20 C	NIES-3356
Trentepohlia bosseae	Handa-1002-a	20 C	NIES-3358
Trentepohlia bosseae	Handa-1075-a	20 C	NIES-3359
Trentepohlia bosseae	Handa-1279-a	20 C	NIES-3360
Emiliania huxleyi	MR57N	10 C	NIES-3362
Emiliania huxleyi	MR61N	10 C	NIES-3363
Emiliania huxleyi	MR65N	10 C	NIES-3364
Emiliania huxleyi	MR67N	10 C	NIES-3365
Emiliania huxleyi	MR70N	10 C	NIES-3366
Emiliania huxleyi	MH 550	20 C	NIES-3367
Gephyrocapsa oceanica	MH 573	20 C	NIES-3368
Triparma sp.	MICROVIR 3K_0	15 C	NIES-3369
Triparma eleuthera	SOLAS_F	20 C	NIES-3370
Triparma eleuthera	BOUM117-22	22 C	NIES-3371
Spirulina subsalsa	BAH8-10-45	37 C	NIES-3373
Chlorogonium capillatum	ATCC 50936	20 C	NIES-3374
Prochlorococcus sp.	NATL2-M98C2B	20 C	NIES-3376
Cyanidioschyzon merolae	10D	37 C	NIES-3377
Chlamydomonas reinhardtii	JA-A3	20 C	NIES-3378
Chlamydomonas reinhardtii	JA-B3	20 C	NIES-3379
Chlamydomonas reinhardtii	AJ-A6	20 C	NIES-3380
Chlamydomonas reinhardtii	AJ-D2	20 C	NIES-3381
Colemanosphaera angeleri	2010-0126-1	20 C	NIES-3382
Colemanosphaera charkowiensis	Isa 7-1	20 C	NIES-3383
Colemanosphaera charkowiensis	2010-0713-E2	20 C	NIES-3384
Colemanosphaera charkowiensis	2010-0713-E5	20 C	NIES-3385
Colemanosphaera charkowiensis	2013-0615-IC-3	20 C	NIES-3386
Colemanosphaera charkowiensis	2013-0615-IC-4	20 C	NIES-3387
Colemanosphaera charkowiensis	2013-0615-IC-7	20 C	NIES-3388
Chloromonas fukushimae	GsCl-11	5 C	NIES-3389
Chloromonas fukushimae	HkCl-65	5 C	NIES-3390
Pelagomonas calceolata	SH6-A	20 C	NIES-3391
Pyramimonas sp.	7-Py	20 C	NIES-3392
Pyramimonas sp.	Ab4-11	20 C	NIES-3393
Pyramimonas sp.	Ab4-13	20 C	NIES-3394
Pyramimonas sp.	BiP3	20 C	NIES-3395
